"actor_code","actor_name","url","final_url","status","title","site_name","heading","formerly","lang","fetched_at"
"NLD5","Netherlands Space Office","https://www.spaceoffice.nl/en/","","no response","","","","","","2026-09-14 14:11"
"NLD6","Satelligence","https://satelligence.com","https://satelligence.com/","200","Home - Satelligence - Sustainability monitoring simplified","Satelligence","Nature Intelligence for Resilient Growth","","en-US","2026-09-14 14:12"
"NLD25","University of Amsterdam","https://www.uva.nl/en","https://www.uva.nl/en","200","University of Amsterdam","University of Amsterdam","Alumni Week: 3-9 October","","en","2026-09-14 14:12"
"NLD7","Embassy of the Netherlands in Ouagadougou","https://www.netherlandsworldwide.nl/contact/embassies-consulates-general/burkina-faso/embassy-ouagadougou","https://www.netherlandsworldwide.nl/contact/embassies-consulates-general/burkina-faso/embassy-ouagadougou","200","Embassy of the Netherlands in Ouagadougou, Burkina Faso | Netherlands Worldwide | NetherlandsWorldwide","","Embassy of the Netherlands in Ouagadougou, Burkina Faso","","en","2026-09-14 14:12"
"NLD8","World Waternet","https://www.wereldwaternet.nl/en/","https://wereldwaternet.nl/en/","200","World Waternet | World Waternet","","Collaboration for a healthy water cycle","","en-GB","2026-09-14 14:12"
"NLD9","Wageningen University and Research","https://www.wur.nl/en.htm","https://www.wur.nl/en","200","Wageningen University & Research | WUR","Wageningen University & Research","Wageningen University & Research","","en","2026-09-14 14:12"
"NLD26","Ministry of Infrastructure and Water Management, Netherlands","https://www.government.nl/ministries/ministry-of-infrastructure-and-water-management","https://www.government.nl/ministries/ministry-of-infrastructure-and-water-management","200","Ministry of Infrastructure and Water Management | Government.nl","","Ministry of Infrastructure and Water Management","","en","2026-09-14 14:12"
"NLD27","Agro-Eco","https://agroeco.net/","https://agroeco.net/","200","Agro Eco | Empowering sustainable agriculture across Africa, one value chain at a time.","Agro Eco","Supporting business-minded farmers on a climate smart diversified agroforestry farm to reach an improved livelihood","","en-GB","2026-09-14 14:12"
"NLD28","Resilience","https://resiliencebv.com/","https://resiliencebv.com/","200","Resilience","","","","en-US","2026-09-14 14:12"
"NLD29","Advance Consulting","https://www.advanceconsulting.nl/","https://www.advanceconsulting.nl/","200","Home | Advance Consulting","Advance Consulting","","","en-US","2026-09-14 14:12"
"NLD31","DOB Ecology","https://dobecology.nl/","https://dobecology.nl/","200","Home - DOB Ecology","DOB Ecology","restoration, conservation and science","","en-US","2026-09-14 14:12"
"NLD32","Both Ends","https://www.bothends.org/en/","https://www.bothends.org/en/","200","Home | Both ENDS","Both ENDS","","","en","2026-09-14 14:12"
"NLD33","Anton Jurgens Charitable Trust","https://ajct.org.uk/en","https://ajct.org.uk/en","200","Anton Jurgens Charitable Trust","Anton Jurgens Charitable Trust","Anton Jurgens Charitable Trust","","en","2026-09-14 14:12"
"NLD34","Tony's Chocoloney","https://tonyschocolonely.com/fr/fr","https://fr.tonyschocolonely.com/","200","Tony's Chocolonely France – Tony’s Chocolonely Global","Tony’s Chocolonely Global","ensemble, nous mettrons fin à l'exploitation du cacao","","fr","2026-09-14 14:12"
"NLD35","Oiko Credit","https://www.oikocredit.coop/en/","https://www.oikocredit.org/en/","403","Just a moment...","","","","en-US","2026-09-14 14:12"
"NLD36","Netherlands Entreprise Agency","https://english.rvo.nl/","https://english.rvo.nl/","200","Netherlands Enterprise Agency | RVO.nl","RVO.nl","","","en","2026-09-14 14:12"
"NLD37","Solidaridad","https://www.solidaridadnetwork.org/","https://www.solidaridadnetwork.org/","200","Home - Solidaridad Network","Solidaridad Network","Where We Work","","en-US","2026-09-14 14:12"
"NOR1","NIBIO","https://www.nibio.no/en","https://www.nibio.no/en","200","Nibio EN - Nibio","Nibio EN","","","en","2026-09-14 14:12"
"NOR2","Norwegian Agency for Development Cooperation","https://www.norad.no/en/front/","https://www.norad.no/en/","200","Norad | Norad.no","Norad","Norad","","en","2026-09-14 14:12"
"NOR3","YARA","https://www.yara.com/","https://www.yara.com/","200","Yara | Leader in crop nutrition, ammonia and industrial solutions","Yara None","Yara is a global leader in crop nutrition, ammonia and essential industrial solutions","","en","2026-09-14 14:13"
"NOR4","Royal Norwegian Embassy in Malawi","https://www.norway.no/en/malawi/","https://www.norway.no/en/malawi/","200","Norway in Malawi","Norgesportalen","Services and information","","en","2026-09-14 14:13"
"NOR5","Norwegian Institute of Bioeconomy Research","https://www.nibio.no/en","https://www.nibio.no/en","200","Nibio EN - Nibio","Nibio EN","","","en","2026-09-14 14:13"
"NOR6","Norwegian Government","https://www.regjeringen.no/en/id4/","https://www.regjeringen.no/en/id4/","403","Just a moment...","","","","en-US","2026-09-14 14:13"
"NOR7","Norwegian Refugee Coucnil","https://www.nrc.no/","https://www.nrc.no/","200","NRC","NRC","Norwegian Refugee Council","","en","2026-09-14 14:13"
"NOR8","Stromme Foundation West Africa","https://westafrica.strommefoundation.org/","","no response","","","","","","2026-09-14 14:13"
"NOR9","Development Fund of Norway","https://www.utviklingsfondet.no/","https://www.utviklingsfondet.no/","200","Utviklingsfondet | Sammen mot sult og urettferdighet","Utviklingsfondet","Premiere på kortdokumentaren KIMEN","","no","2026-09-14 14:13"
"NZ1","New Zealand Foreign Affairs and Aid Programme","https://www.mfat.govt.nz/","https://www.mfat.govt.nz/","200","Home | New Zealand Ministry of Foreign Affairs and Trade","New Zealand Ministry of Foreign Affairs and Trade","The Ministry acts in the world to build a safer, more prosperous and more sustainable future for New Zealanders.","","en-NZ","2026-09-14 14:13"
"PER1","APROCAM","https://aprocamperu.org/en/home/","https://aprocamperu.org/en/home/","200","Home - asociación de productores de cacao y café orgánico","asociación de productores de cacao y café orgánico","Home","","en-GB","2026-09-14 14:13"
"PK1","National Agricultural Research Center","http://www.ncare.gov.jo/DefaultEN.aspx","","no response","","","","","","2026-09-14 14:13"
"PRT1","Association for Innovation and Development, Nova School of Science and Technology","https://www.novaidfct.pt/","https://www.novaidfct.pt/","200","NOVA id","NOVA id","Where Research Meets Innovation","","en-gb","2026-09-14 14:13"
"PRT2","Higher Institute of Agronomy, University of Lisbon","https://www.isa.ulisboa.pt/","https://www.isa.ulisboa.pt/","200","Instituto Superior de Agronomia","Instituto Superior de Agronomia","Homepage","","pt-pt","2026-09-14 14:13"
"PRT3","BLC3","https://blc3.pt/","https://blc3.pt/","200","BLC3 | Home","","BLC3","","en","2026-09-14 14:13"
"PRT4","University Beira Interior","https://www.ubi.pt/en/","https://www.ubi.pt/en/","403","403 - Forbidden: Access is denied.","","Server Error","","","2026-09-14 14:14"
"PRT5","Polytechnic Institute of Bragança","https://portal3.ipb.pt/index.php/en/ipben/home","","no response","","","","","","2026-09-14 14:14"
"PRT6","National Competence Center for Dried Fruits","http://www.wp.cncfs.pt/","","no response","","","","","","2026-09-14 14:14"
"PRT7","Portuguese Society for Innovation","https://www.spi.pt/en/","","no response","","","","","","2026-09-14 14:14"
"PRT8","University of Lisbon","https://www.ulisboa.pt/en","https://www.ulisboa.pt/en","200","Universidade de Lisboa","Universidade de Lisboa","","","en","2026-09-14 14:17"
"PRT9","Mértola Heritage Defense Association","https://adpm.pt/en/","https://adpm.pt/en/","200","What is ADPM? | ADPM","ADPM","","","en","2026-09-14 14:17"
"RDC1","Kongo University","https://www.auf.org/les_membres/nos-membres/universite-kongo-kinkimba-kia-kongo/","https://www.auf.org/les_membres/nos-membres/universite-kongo-kinkimba-kia-kongo/","403","Just a moment...","","Checking your browser...","","","2026-09-14 14:18"
"REG1","West Africa and Permanent Interstate Committee for Drought Control in the Sahel","https://www.cilss.int/","https://www.cilss.int/","200","Bienvenue sur le Portail Web du CILSS","","","","en-US","2026-09-14 14:18"
"REG10","Small-Scale Initiatives Programme of the French Committee of IUCN","https://www.programmeppi.org/en/","https://www.programmeppi.org/en/","200","Home - UICN","UICN","Protect Participate, Innovate","","en-US","2026-09-14 14:18"
"REG11","Mudabarat Platform at the Internation Union for the Conservation of Nature, Center for Mediterranean Cooperation","https://mubadarat-uicn.org/","","no response","","","","","","2026-09-14 14:18"
"REG12","The Internation Union for Conservation of Nature's Center for Mediterranean Cooperation","https://www.iucn.org/our-work/region/mediterranean","https://iucn.org/our-work/region/mediterranean","200","Mediterranean | IUCN","IUCN","Mediterranean","","en","2026-09-14 14:21"
"REG13","Coordinator of Indigenous Organizations of the Amazon River Basin","https://coicamazonia.org/","https://coicamazonia.org/","200","HOME » COICA","COICA","Congreso Estatutario de COICA 2026: fortalecer la unidad y la gobernanza desde los territorios","","es","2026-09-14 14:21"
"REG14","East Africa Farmers Federation","https://www.eaffu.org/","https://eaffu.org/","200","Eastern Africa Farmers Federation - Eastern Africa Farmers Federation","Eastern Africa Farmers Federation","","","en-US","2026-09-14 14:21"
"REG15","Plateforme Sous-Régionale des Organisations Paysannes d'Afrique Centrale","http://www.farmaf.org/fr/about-farmaf/project-partners/regional-farmers-organisations/28-plateforme-sous-regionale-des-organisations-paysannes-d-afrique-centrale","","no response","","","","","","2026-09-14 14:21"
"REG16","Réseau des Organisations Paysannes et de Producteurs de l'Afrique de l'Ouest","https://roppa-afrique.org/fr/le-roppa/","https://roppa-afrique.org/le-roppa/","200","Le roppa – ROPPA","","","","fr-FR","2026-09-14 14:21"
"REG17","Southern African Confederation of Agricultural Unions","https://sacau.org/","https://sacau.org/","200","The Southern African Confederation of Agricultural Unions - SACAU","SACAU","Welcome to SACAU","","en-GB","2026-09-14 14:21"
"REG18","PanAfrican Farmers Organization","https://www.pafo-africa.org/lunion-maghrebine-et-nord-africaine-des-agriculteurs-umnagri/","https://www.pafo-africa.org/lunion-maghrebine-et-nord-africaine-des-agriculteurs-umnagri/","200","PAFO — Pan-African Farmers' Organization","Pan-African Farmers' Organization","","","en","2026-09-14 14:21"
"REG19","Sahara and Sahel Observatory","http://www.oss-online.org/fr","http://www.oss-online.org/fr","200","Accueil | Bienvenue à l'Observatoire du Sahara et du Sahel","","","","fr","2026-09-14 14:21"
"REG2","The Common Market for Eastern and Southern Africa","https://www.comesa.int/","https://www.comesa.int/","200","Home - Common Market for Eastern and Southern Africa (COMESA)","Common Market for Eastern and Southern Africa (COMESA)","The Common Market for Eastern and Southern Africa","","en-US","2026-09-14 14:21"
"REG20","Union Economique et Monétaire Ouest Africaine","https://www.uemoa.int/","https://www.uemoa.int/","200","Accueil | UEMOA","","","","fr","2026-09-14 14:21"
"REG21","Association pour la Promotion de l'Elevage au Sahel et en Savane","https://www.apess.org/","https://www.apess.org/","200","APESS: Association pour la Promotion de l’Élevage au Sahel et en Savane","","","","fr-FR","2026-09-14 14:21"
"REG25","West Africa Trade and Investment","https://www.usaid.gov/west-africa-regional/document/west-africa-trade-and-investment-hub-watih","https://www.usaid.gov/","200","U.S. Agency for International Development","","Notification of Administrative Leave","","en","2026-09-14 14:22"
"REG28","Aride Region Institute","http://www.ira.agrinet.tn/EN/index.php","","no response","","","","","","2026-09-14 14:22"
"REG29","Mountains of Research Collaborative Laboratory","https://morecolab.pt/en/home/","https://morecolab.pt/en/home/","404","Page not found – MORECoLAB – Montanhas de Investigação","","","","en-GB","2026-09-14 14:22"
"REG3","Economic Community of West African States","https://ecowas.int/about-ecowas/","https://www.ecowas.int/about-ecowas/","404","Page not found | Economic Community of West African States (ECOWAS)","","Newsletter","","en","2026-09-14 14:22"
"REG4","AGRHYMET","https://www.agrisource.org/fr/7_108/5c332f1507c805cd14cf5232/CRA%20-%20Centre%20R%C3%A9gional%20AGRHYMET.html","https://www.agrisource.org/fr/7_108/5c332f1507c805cd14cf5232/CRA%20-%20Centre%20R%C3%A9gional%20AGRHYMET.html","200","Agrisource | CRA - Centre Régional AGRHYMET","","S'inscrire.","","en","2026-09-14 14:22"
"REG5","West African Alliance for Climate-Smart Agriculture","https://ccafs.cgiar.org/news/alliance-climate-smart-agriculture-launched-west-africa#.Wia6KUqnGUk","https://ccafs.cgiar.org/news/alliance-climate-smart-agriculture-launched-west-africa#.Wia6KUqnGUk","200","Alliance for climate-smart agriculture launched in West Africa","CCAFS: CGIAR research program on Climate Change, Agriculture and Food Security","News","","en","2026-09-14 14:22"
"REG6","Terre et Humanisme","https://terre-humanisme.org/project/burkina-faso/","https://terre-humanisme.org/project/burkina-faso/","200","Burkina Faso - Terre & Humanisme","Terre & Humanisme","","","fr-FR","2026-09-14 14:22"
"REG7","West and Central African Council for Agricultural Research and Development","http://www.coraf.org/","","no response","","","","","","2026-09-14 14:22"
"REG8","Southern African Science Service Center for Climate Change and Adaptive Land Management","https://sasscal.org/","https://sasscal.org/","307 no readable page","","","","","","2026-09-14 14:23"
"REG9","Agrhymet Regional Center, Permanent Interstate Committee for Drought in the Sahel","https://agrhymet.cilss.int","https://agrhymet.cilss.int/","200","Bienvenue sur le site web du Centre climatique régional Afrique de l’Ouest et Sahel – AGRHYMET CCR-AOS Homepage Agrhymet - Bienvenue sur le site web du Centre climatique régional Afrique de l’Ouest et","Bienvenue sur le site web du Centre climatique régional Afrique de l’Ouest et Sahel - AGRHYMET CCR-AOS - Bienvenue sur l","","","fr-FR","2026-09-14 14:23"
"REG22","West African Development Bank","https://www.boad.org/","https://www.boad.org/fr","200","","","","","fr","2026-09-14 14:23"
"REG23","Intergovernmental Authority on Development","https://igad.int/","https://igad.int/","200","IGAD | IGAD Home | Peace, Prosperity and Regional Integration","IGAD","","","en-US","2026-09-14 14:23"
"REG24","SOS Sahel","https://sossahel.org/","https://sossahel.org/","200","SOS SAHEL | Experts africains de la sécurité alimentaire et nutritionnelle","SOS SAHEL","","","fr-FR","2026-09-14 14:23"
"REG26","Institut du Sahel","https://insah.cilss.int/","https://insah.cilss.int/","200","Bienvenue sur le site de l'institut du sahel (INSAH)","","","","fr-FR","2026-09-14 14:23"
"REG27","North-West Development Sylvo-Pastoral Office","http://www.odesypano.agrinet.tn/accueil.html","","no response","","","","","","2026-09-14 14:23"
"REG30","International Center for Advanced Mediterranean Agronomic Studies","https://www.ciheam.org/fr/","https://www.ciheam.org/fr/","200","Accueil-fr-new - CIHEAM","CIHEAM","Nos activités","","fr-FR","2026-09-14 14:23"
"REG31","Partnership for Research and Innovation in the Mediterranean Area","https://prima-med.org/","","no response","","","","","","2026-09-14 14:23"
"REG32","The African Institute of Mathematical Sciences","https://nexteinstein.org/","","no response","","","","","","2026-09-14 14:24"
"REG33","Brooke West Africa","https://www.thebrooke.org/brooke-west-africa","https://www.thebrooke.org/brooke-west-africa","404","Page Not Found | Brooke","Brooke","Page Not Found","","en","2026-09-14 14:24"
"REG34","Open Society Initiative for West Africa","https://www.opensocietyfoundations.org/what-we-do/regions/africa/","https://www.opensocietyfoundations.org/what-we-do/regions/africa/","200","Africa - Open Society Foundations","","Africa","","en","2026-09-14 14:24"
"REG35","Waternet","https://www.waternet.nl/","https://www.waternet.nl/","200","Schoon water voor Amsterdam en omgeving | Waternet","","Javascript staat uit","","nl","2026-09-14 14:24"
"REG36","One Acre Fund","https://oneacrefund.org/","https://oneacrefund.org/","200","One Acre Fund","One Acre Fund","","","en","2026-09-14 14:24"
"REG37","Arab Fund for Economic and Social Development","https://www.arabfund.org/","https://www.arabfund.org/","403","Just a moment...","","","","en-US","2026-09-14 14:24"
"REG38","West Africa Center for Crop Improvement","https://wacci.ug.edu.gh/","https://wacci.ug.edu.gh/","200","Home | West Africa Centre for Crop Improvement (WACCI)","","","","en","2026-09-14 14:24"
"REG39","Joint Action for Farmer's Organisations in West Africa","https://www.inter-reseaux.org/en/ressource/joint-action-for-farmers-organisations-in-west-africa-jafowa-open-call-for-proposals/#:~:text=JAFOWA%20seeks%20to%20reinforce%20FOs,farmers'%20movement%20in%20West%20Africa.","https://www.inter-reseaux.org/en/ressource/joint-action-for-farmers-organisations-in-west-africa-jafowa-open-call-for-proposals/#:~:text=JAFOWA%20seeks%20to%20reinforce%20FOs,farmers'%20movement%20in%20West%20Africa.","404","404 - Page non trouvée - Inter-réseaux","","Erreur 404 - Contenu introuvable","","fr-FR","2026-09-14 14:24"
"REG40","Association pour la Gestion de l`Environnement et le Développement","http://agedburkina.org/","https://www.agedburkina.org/","200","ONG AGED – Améliorer les conditions socio-économiques des communautés rurales","","Former et accompagner les communautés rurales","","en-US","2026-09-14 14:24"
"REG41","Eastern and Southern Africa Small Scale Farmers Forum","https://esaff.org/index-php/","https://esaff.org/index-php/","200","ESAFF – Official Website","","","","en-US","2026-09-14 14:24"
"REG42","Southern Africa HIV and AIDS Information Dissemination Service","https://socialprotection.org/connect/stakeholders/southern-africa-aids-dissemination-service-safaids#:~:text=Descriptionand text=SAfAIDS%20mission%20is%20to%20be,advocacy%2C%20communication%20and%20social%20mobilisation.","","no response","","","","","","2026-09-14 14:25"
"REG43","Tree Aid","https://www.treeaid.org/","","no response","","","","","","2026-09-14 14:25"
"REG44","Reseau Bilateral Maroobe","https://www.maroobe.com/","https://maroobe.com/","200","Accueil - Réseau Billital Maroobé","Réseau Billital Maroobé","","","fr-FR","2026-09-14 14:25"
"REG45","Afrique Verte","http://www.afriqueverte.org/","https://www.afriqueverte.org/","200","Afrique Verte - Sécurité et Souveraineté Alimentaires au Sahel","","","","","2026-09-14 14:25"
"REG46","Conservation Justice","https://www.conservation-justice.org/en/","https://www.conservation-justice.org/en/","200","Conservation Justice – Application des lois sur les forêts et la faune en Afrique Centrale","conservationjustice.org","Environmental awareness in schools","","en-US","2026-09-14 14:25"
"RWA1","Rwanda Agriculture and Animal Resource Development Board","https://www.rab.gov.rw/","https://www.rab.gov.rw/","200","Home","","","","en","2026-09-14 14:25"
"RWA2","Company for Protection of Environment and Development","https://www.copedgroup.rw/","https://www.copedgroup.rw/","200","Coped Group Rwanda","","Building a Cleaner, Greener Rwanda Through Sustainable Waste Management","","en","2026-09-14 14:25"
"RWA3","Maggot Farm Production Ltd","https://www.bsfrwanda.com/","","no response","","","","","","2026-09-14 14:25"
"RWA4","Rwanda Development Agency","https://rdb.rw/","https://rdb.rw/","200","Home - Official Rwanda Development Board (RDB) Website","Official Rwanda Development Board (RDB) Website","","","en-US","2026-09-14 14:26"
"RWA5","AKADEMIYA2063","https://akademiya2063.org/","https://akademiya2063.org/","200","AKADEMIYA2063: The Expertise We Need. The Africa We Want.","","AKADEMIYA2063","","en","2026-09-14 14:26"
"SAU1","Islamic Development Bank","https://www.isdb.org/","https://www.isdb.org/","200","Islamic Development Bank | Empowering people, building partnerships, driving innovation","","IsDB","","en","2026-09-14 14:26"
"SEN1","Innovation Environment and Development Africa","http://www.iedafrique.org/","http://www.iedafrique.org/","200","PAS4D: Platform ied APK Situs Slot Gacor Slot88 & Slot777 Gampang Menang","","PAS4D: Platform ied APK Situs Slot Gacor Slot88 & Slot777 Gampang Menang","","id","2026-09-14 14:26"
"SEN2","Senegalese Institute of Agricultural Research","https://isra.sn/","https://isra.sn/","200","| Institut Sénégalais de Recherches Agricoles – Au cœur du développement Agricole du Sénégal","| Institut Sénégalais de Recherches Agricoles","","","fr-FR","2026-09-14 14:26"
"SEN3","Cheikh Anta Diop University of Dakar","https://www.ucad.sn/","https://www.ucad.sn/","200","Accueil | Université Cheikh Anta Diop de Dakar","","Accueil","","fr","2026-09-14 14:26"
"SEN4","National Agricultural Insurance Company, Senegal","https://www.cnaas.sn/","https://cnaas.sn/","200","Accueil - CNAAS - Compagnie Nationale d'Assurance Agricole du Sénégal","CNAAS - Compagnie Nationale d'Assurance Agricole du Sénégal - Une expertise unique dans la gestion du risque agricole au","LA CNAAS","","fr-FR","2026-09-14 14:26"
"SEN5","National School of Agriculture, Senegal","https://www.groupe-esa.com/","https://www.groupe-esa.com/","200","Agronomie | Environnement | Alimentation - ESA, L’École supérieure des agricultures basée à Angers et Paris","ESA, L’École supérieure des agricultures basée à Angers et Paris","Avec l’ESA, formez-vous à des métiers à impact !","","fr-FR","2026-09-14 14:26"
"SEN6","Fédération des Producteurs du Bassin de l'Anambé","https://www.feproba.org/web/depart.php","","no response","","","","","","2026-09-14 14:26"
"SLV1","Latin American and Caribbean Network of Fairtrade Small Producers and Workers","https://clac-comerciojusto.org/en/","https://clac-comerciojusto.org/en/","403","Attention Required! | Cloudflare","","Sorry, you have been blocked","","en-US","2026-09-14 14:26"
"SLV2","Symbole des Producteurs Paysans","https://spp-france.fr/","https://spp-france.fr/","200","Le Symbole des Producteurs Paysans - SPP France – Accueil","","Le Symbole des Producteurs Paysans - SPP France","","fr","2026-09-14 14:26"
"SRB1","Foodscale Hub","https://foodscalehub.com/","https://futuresystemshub.com/","200","Future Systems Hub - Future Systems Hub","Foodscale Hub","Making science work across sectors for real systems change","","en-US","2026-09-14 14:26"
"SWE1","Stockholm Environment Institute","https://www.sei.org/","https://www.sei.org/","200","Stockholm Environment Institute: bridging science and policy","SEI","","","en-GB","2026-09-14 14:26"
"SWE2","Government of Sweden","https://www.government.se/","https://www.government.se/","403","Just a moment...","","","","en-US","2026-09-14 14:26"
"SWE3","IKEA","https://www.ikea.com/","https://www.ikea.com/","200","Hej! Welcome to IKEA Global","IKEA","Welcome to IKEA Global!","","en","2026-09-14 14:26"
"SWE4","Swedish University of Agricultural Sciences","https://www.slu.se/en/","https://www.slu.se/en/","200","SLU – Science and Education for Sustainable Life","","Welcome to SLU","","en","2026-09-14 14:26"
"SWE5","We Effect","https://weeffect.org/","https://www.weeffect.org/","200","For everyone's right to food - WeEffect Global","WeEffect Global","Our vision is a sustainable and just world, free from poverty and hunger.","","en-US","2026-09-14 14:26"
"SWE6","Swedish Embassy in Zimbabwe","https://www.swedenabroad.se/en/embassies/zimbabwe-harare/","https://www.swedenabroad.se/en/embassies/zimbabwe-harare/","403","Just a moment...","","","","en-US","2026-09-14 14:26"
"SWE7","Hivos","https://hivos.org/","https://hivos.org/","200","Hivos - People Unlimited","Hivos","","","en-US","2026-09-14 14:27"
"SWE8","Swedish International Development Cooperation Agency","https://www.sida.se/en","https://www.sida.se/en","200","Start page | The Swedish International Development Cooperation Agency | Sida","Sida","The Swedish International Development Cooperation Agency","","en","2026-09-14 14:27"
"SWZ1","Ministry of Agriculture, Swaziland","https://www.gov.sz/index.php/ministries-departments/ministry-of-agriculture","https://www.gov.sz/index.php/ministries-departments/ministry-of-agriculture","200","Welcome","","Ministry of Agriculture","","en-gb","2026-09-14 14:27"
"TCD1","Contontchad SN","https://www.idhsustainabletrade.com/uploaded/2021/03/CotonTchad-SDM-Public-Report_Final.pdf","https://idh.org/","200","IDH","IDH - the Sustainable Trade Initiative","Working together for environmental, social and economic impact","","en","2026-09-14 14:27"
"TGO1","Ministry of Agriculture, Livestock, and Hydraulics, Togo","https://agriculture.gouv.tg/","https://agriculture.gouv.tg/","200","Accueil - Ministère de l’Agriculture de la Pêche, des Ressources Animales et de la Souveraineté Alimentaire","Ministère de l’Agriculture de la Pêche, des Ressources Animales et de la Souveraineté Alimentaire","Accueil","","fr-FR","2026-09-14 14:27"
"TGO2","Togolese Agricultural Research Institute","https://itra.tg/","https://itra.tg/","200","Itra Togo","Itra Togo","Mission et objectifs","","fr-FR","2026-09-14 14:27"
"TGO4","Nouvelle Societe Cottoniere du Togo","https://nsct.tg/nsct/","","no response","","","","","","2026-09-14 14:27"
"TGO3","Association pour la Promotion des Arbres Fertilitaires, de l'Agroforesterie et la Foresterie","https://ong-apaf.org/","https://ong-apaf.org/","200","ONG APAF – L'association pour la promotion des arbres fertilitaires, de l'agroforesterie et la foresterie.","","L'APAF, association pour la promotion des arbres fertilitaires, de l'agroforesterie et la foresterie","","fr-FR","2026-09-14 14:27"
"TGO5","Atsemawoe Cooperative","https://www.ethiquable.coop/fiche-producteur/union-atsemawoe-commerce-equitable-togo-cacao","https://www.ethiquable.coop/fiche-producteur/atsemawoe-commerce-equitable-togo-cacao","200","ATSEMAWOE - Commerce équitable au Togo - Cacao | Ethiquable","Ethiquable","ATSEMAWOE - Commerce équitable au Togo - Cacao","","fr","2026-09-14 14:27"
"TUN1","University of Sfax","https://univ-sfax.tn/","https://univ-sfax.tn/","200 no readable page","","","","","","2026-09-14 14:27"
"TUN2","National Institute of Field Crops","https://clicha.eu/the-national-institute-of-field-crops/","","no response","","","","","","2026-09-14 14:27"
"TUN3","Tunisian National Research Institute for Agriculture","https://www.inrat.agrinet.tn/index.php/fr/","","no response","","","","","","2026-09-14 14:27"
"TUN4","National Gene Bank of Tunisia","https://www.genesys-pgr.org/partners/ca71c3fc-d2cc-4132-860b-6e96a9feedf1","https://www.genesys-pgr.org/partners/ca71c3fc-d2cc-4132-860b-6e96a9feedf1","200","Homepage","","Data provider details","","en","2026-09-14 14:27"
"TUN5","Center of Biotechnology of Borj Cédria","http://www.cbbc.rnrt.tn/","","no response","","","","","","2026-09-14 14:27"
"TUN6","Tenmya","http://www.tenmiya.com/","http://www.tenmiya.com/","200 no readable page","","","","","","2026-09-14 14:28"
"TUN7","University of Kairouan","http://www.univ-k.rnu.tn/","","no response","","","","","","2026-09-14 14:28"
"TUR1","Bati Akdeniz Agricultural Research Institute","https://arastirma.tarimorman.gov.tr/batem","https://arastirma.tarimorman.gov.tr/batem","200","Batı Akdeniz Tarımsal Araştırma Enstitüsü Müdürlüğü","","","","tr","2026-09-14 14:28"
"TUR2","Ankara University","https://www.ankara.edu.tr/en/","https://www.ankara.edu.tr/en/","200","Ankara Üniversitesi","Ankara Üniversitesi","","","tr","2026-09-14 14:28"
"TUR3","Ege University","https://ege.edu.tr/eng-0/homepage.html","https://ege.edu.tr/eng-0/homepage.html","200","Ege Üniversitesi","","","","","2026-09-14 14:28"
"TZA1","Ardhi University","https://www.aru.ac.tz/","","no response","","","","","","2026-09-14 14:28"
"TZA2","University of Dar es Salaam","https://www.udsm.ac.tz/","https://www.udsm.ac.tz/","200","Home | University of Dar es Salaam","","","","en","2026-09-14 14:28"
"TZA3","Tanzania Agricultural Research Institute","https://www.tari.go.tz/","https://www.tari.go.tz/","200","TARI | TAASISI YA UTAFITI WA KILIMO TANZANIA - Mwanzo","","","","sw","2026-09-14 14:28"
"UAE1","Mohamed Bin Zayed Species Conservation Fund","https://www.speciesconservation.org/","https://www.speciesconservation.org/","200","The Mohamed bin Zayed Species Conservation Fund","The Mohamed bin Zayed Species Conservation Fund","Unity in nature and community","","en-US","2026-09-14 14:29"
"UGA1","Uganda Wildlife Authority","https://ugandawildlife.org/","https://ugandawildlife.org/","200","Uganda Wildlife Authority - UWA","Uganda Wildlife Authority","","","en-US","2026-09-14 14:29"
"UGA2","Association for Strengthening Agricultural Research in Eastern and Central Africa","https://www.asareca.org/","https://www.asareca.org/","200","ASARECA – Transforming Agriculture For Improved Livehoods","ASARECA","","","en-US","2026-09-14 14:29"
"UGA3","Action for Rural Women's Empowerment in Uganda","https://aruweug.org/","https://aruweug.org/","200","Action for Rural Women's Empowerment – Action for Rural Women's Empowerment","","","","en-US","2026-09-14 14:29"
"UGA4","National Crops Resources Research Institute","https://www.agrisource.org/en/7_108/5c332ef907c805cd14cf4e67/national-crops-resources-research-institute.html","https://www.agrisource.org/en/7_108/5c332ef907c805cd14cf4e67/national-crops-resources-research-institute.html","200","Agrisource | national-crops-resources-research-institute","","Sign in.","","en","2026-09-14 14:29"
"UK1","Sigrid Rausing Trust","https://www.sigrid-rausing-trust.org/","https://www.sigrid-rausing-trust.org/","200","The Sigrid Rausing Trust","The Sigrid Rausing Trust","","","en","2026-09-14 14:29"
"UK2","International Institute for Environment and Development","https://www.iied.org/","https://www.iied.org/","200","Home | International Institute for Environment and Development","International Institute for Environment and Development","","","en","2026-09-14 14:29"
"UK3","UK Aid","https://www.ukaiddirect.org/","https://www.ukaiddirect.org/","200","","","UK Aid Direct","","","2026-09-14 14:29"
"UK4","University of Reading","https://www.reading.ac.uk/","https://www.reading.ac.uk/","200","University of Reading","","Undergraduate Open Days Saturday 10 October andSaturday 7 November","","en","2026-09-14 14:29"
