timestamp,source,project_code,doc_type,title,url,filepath,status,notes
2026-03-10 21:50:33,worldbank,CM-The Agriculture Investment and Market Development Project -- P143417,Implementation Completion and Results Report,Cameroon - Agriculture Investment and Market Development Project,http://documents.worldbank.org/curated/en/827101646690439397/pdf/Cameroon-Agriculture-Investment-and-Market-Development-Project.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_CM-The_Agriculture_Investment_and_Market_Development_Project_--_P143417_Implementation_Completion_and_Results_Report_2022.pdf,success,NA
2026-03-10 21:50:36,worldbank,CM-COCOA REHAB -- P000394,Implementation Completion and Results Report,Cameroon - Cocoa Rehabilitation Project,http://documents.worldbank.org/curated/en/940331468016809595/pdf/multi-page.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_CM-COCOA_REHAB_--_P000394_Implementation_Completion_and_Results_Report_1997.pdf,success,NA
2026-03-10 21:50:39,worldbank,CF-CF-Fisc Consolidation Credit SAD (FY00) -- P060092,Implementation Completion and Results Report,Central African Republic - Fiscal Consolidation Credit Project,http://documents.worldbank.org/curated/en/906251468743719356/pdf/274470CA.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_CF-CF-Fisc_Consolidation_Credit_SAD_FY00_--_P060092_Implementation_Completion_and_Results_Report_2003.pdf,success,NA
2026-03-10 21:50:42,worldbank,CF-CAR Food Response Project -- P113221,Implementation Completion and Results Report,Central African Republic - Food Crisis Response Project,http://documents.worldbank.org/curated/en/479641468011158217/pdf/NonAsciiFileName0.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_CF-CAR_Food_Response_Project_--_P113221_Implementation_Completion_and_Results_Report_2012.pdf,success,NA
2026-03-10 21:50:43,worldbank,TD-Agriculture Production Support Project -- P126576,Implementation Completion and Results Report,Chad - Agriculture Production Support Project,http://documents.worldbank.org/curated/en/189061515169116579/pdf/ICR00004343-01022018.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_TD-Agriculture_Production_Support_Project_--_P126576_Implementation_Completion_and_Results_Report_2017.pdf,success,NA
2026-03-10 21:50:45,worldbank,TD-Chad: Institutional Reform Support Credit -- P083711,Implementation Completion and Results Report,Chad - Institutional Reform Support Credit (IRSC) Project,http://documents.worldbank.org/curated/en/524041468229751164/pdf/36604.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_TD-Chad_Institutional_Reform_Support_Credit_--_P083711_Implementation_Completion_and_Results_Report_2006.pdf,success,NA
2026-03-10 21:50:48,worldbank,TD-Agricultural Services and Producer Organizations Project -- P074266,Implementation Completion and Results Report,Chad - Agricultural Services and Producer Organizations Project,http://documents.worldbank.org/curated/en/520891468214212032/pdf/ICR10850P074260C0Disclosed071211091.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_TD-Agricultural_Services_and_Producer_Organizations_Project_--_P074266_Implementation_Completion_and_Results_Report_2009.pdf,success,NA
2026-03-10 21:50:50,worldbank,"TD-SAC IV -- P052202,TD-Chad Fifth Structural Adjustment Credit -- P077781",Implementation Completion and Results Report,Chad - Fourth and Fifth Structural Adjustment Credit Projects (SAC IV & V) : Chad - Fifth Structural Adjustment Credit Project (SAC V),http://documents.worldbank.org/curated/en/919201468769828840/pdf/29087.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_TD-SAC_IV_--_P052202_TD-Chad_Fifth_Structural_Adjustment_Credit_--_P077781_Implementation_Completion_and_Results_Report_2004.pdf,success,NA
2026-03-10 21:50:52,worldbank,CG-CG Rep. Agricultural Development and Rural Roads Rehabilitation Proj. -- P095251,Implementation Completion and Results Report,"Congo, Republic of - Agricultural Development and Rural Roads Rehabilitation Project",http://documents.worldbank.org/curated/en/198591509712619353/pdf/Implementation-Completion-and-Results-Report-ICR-Document-10312017.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_CG-CG_Rep_Agricultural_Development_and_Rural_Roads_Rehabilitation_Proj_--_P095251_Implementation_Completion_and_Results_Report_2017.pdf,success,NA
2026-03-10 21:50:54,worldbank,CI-Cote d'Ivoire PRSC 1 -- P127449,Implementation Completion and Results Report,"Cote d'Ivoire - First, Second and Third Poverty Reduction Support Credit Project",http://documents.worldbank.org/curated/en/304361498738888574/pdf/ICR00003959-06202017.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_CI-Cote_d_Ivoire_PRSC_1_--_P127449_Implementation_Completion_and_Results_Report_2017.pdf,success,NA
2026-03-10 21:50:57,worldbank,CI-Economic Governance & Recovery Grant  III -- P117281,Implementation Completion and Results Report,Cote d'Ivoire - Third Economic Governance and Recovery Grant Project,http://documents.worldbank.org/curated/en/669251468028745141/pdf/ICR22520P117280IC0disclosed02080120.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_CI-Economic_Governance_Recovery_Grant_III_--_P117281_Implementation_Completion_and_Results_Report_2012.pdf,success,NA
2026-03-10 21:50:59,worldbank,CI-Cote d'Ivoire: Economic Governance & Recovery Grant (EGRG) II -- P112368,Implementation Completion and Results Report,Cote d'Ivoire - Second Economic Governance and Recovery Grant Project,http://documents.worldbank.org/curated/en/526461468243588335/pdf/ICR14830P112361Official0use0Only191.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_CI-Cote_d_Ivoire_Economic_Governance_Recovery_Grant_EGRG_II_--_P112368_Implementation_Completion_and_Results_Report_2010.pdf,success,NA
2026-03-10 21:51:02,worldbank,CI-Cote d'Ivoire: Economic Governance & Recovery Grant (EGRG) -- P083583,Implementation Completion and Results Report,Cote d'Ivoire - Implementation Completion and Result Report on the Economic Governance and Recovery Grant Project,http://documents.worldbank.org/curated/en/886831468025498598/pdf/ICR10620P085831LIC0disclosed0816191.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_CI-Cote_d_Ivoire_Economic_Governance_Recovery_Grant_EGRG_--_P083583_Implementation_Completion_and_Results_Report_2009.pdf,success,NA
2026-03-10 21:51:05,worldbank,CI-Economic Recovery Credit -- P071375,Implementation Completion and Results Report,Cote D'Ivoire - Economic Recovery Credit Project,http://documents.worldbank.org/curated/en/195531468749781795/pdf/28818.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_CI-Economic_Recovery_Credit_--_P071375_Implementation_Completion_and_Results_Report_2004.pdf,success,NA
2026-03-10 21:51:07,worldbank,CI-AGRIC SECTORAL ADJUS -- P035603,Implementation Completion and Results Report,Cote d'Ivoire - Agricultural Sector Adjustment Credit,http://documents.worldbank.org/curated/en/359611468262482942/pdf/multi-page.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_CI-AGRIC_SECTORAL_ADJUS_--_P035603_Implementation_Completion_and_Results_Report_1999.pdf,success,NA
2026-03-10 21:51:09,worldbank,CI-Support to Nutrition Sensitive Agriculture and Capacity Development of Small and Marginal Farmers -- P155081,Implementation Completion and Results Report,Implementation Completion and Results Report (ICR) Document -  Support to Nutrition Sensitive Agriculture and Capacity Development of Small and Marginal Farmers - P155081,http://documents.worldbank.org/curated/en/099230007192248770/pdf/P1550810fcadc80a0ac23050a3e3b070f2.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_CI-Support_to_Nutrition_Sensitive_Agriculture_and_Capacity_Development_of_Small_and_Marginal_Farmers_--_P155081_Implementation_Completion_and_Results_Report_2022.pdf,failed,NA
2026-03-10 21:51:12,worldbank,CI-Forest Investment Program -- P162789,Implementation Completion and Results Report,Cote d'Ivoire - Forest Investment Project,http://documents.worldbank.org/curated/en/099040124112021554/pdf/BOSIB1bc0acf280e218668163d8d078da69.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_CI-Forest_Investment_Program_--_P162789_Implementation_Completion_and_Results_Report_2024.pdf,success,NA
2026-03-10 21:51:15,worldbank,ET-SAC I -- P000742,Implementation Completion and Results Report,Ethiopia - Structural Adjustment Credit (SAC 1),http://documents.worldbank.org/curated/en/355591468032099470/pdf/multi0page.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_ET-SAC_I_--_P000742_Implementation_Completion_and_Results_Report_1997.pdf,success,NA
2026-03-10 21:51:16,worldbank,ET-Oromia National Regional State Forested Landscape Program -- P156475,Implementation Completion and Results Report,Ethiopia - Oromia National Regional State Forested Landscape Program Project,http://documents.worldbank.org/curated/en/099011124110572838/pdf/BOSIB128682a0f0b41bea712e6adc42523c.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_ET-Oromia_National_Regional_State_Forested_Landscape_Program_--_P156475_Implementation_Completion_and_Results_Report_2023.pdf,success,NA
2026-03-10 21:51:19,worldbank,GM-Gambia Emergency Agriculture Production Project -- P119892,Implementation Completion and Results Report,Gambia - Emergency Agriculture Production Project,http://documents.worldbank.org/curated/en/656531468250807215/pdf/ICR24200P119890C0disclosed080280120.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_GM-Gambia_Emergency_Agriculture_Production_Project_--_P119892_Implementation_Completion_and_Results_Report_2012.pdf,success,NA
2026-03-10 21:51:22,worldbank,"GH-Ghana Fourth Agriculture Development Policy Operation -- P122808,GH-Ghana Third Agriculture Development Policy Operation -- P122796",Implementation Completion and Results Report,Ghana - Third and Fourth Agriculture Development Policy Operation Project,http://documents.worldbank.org/curated/en/828301468251982429/pdf/ICR29280ICR0Gh000PUBLIC00Box379843B.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_GH-Ghana_Fourth_Agriculture_Development_Policy_Operation_--_P122808_GH-Ghana_Third_Agriculture_Development_Policy_Operat_Implementation_Completion_and_Results_Report_2013.pdf,failed,NA
2026-03-10 21:51:24,worldbank,GH-ERSO III -- P050619,Implementation Completion and Results Report,Ghana - Third Economic Reform Support Operation Credit Project,http://documents.worldbank.org/curated/en/193641468749788454/pdf/262140GH0ICR.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_GH-ERSO_III_--_P050619_Implementation_Completion_and_Results_Report_2003.pdf,success,NA
2026-03-10 21:51:28,worldbank,GH-COCOA REHAB -- P000873,Implementation Completion and Results Report,Ghana - Cocoa Rehabilitation Project,http://documents.worldbank.org/curated/en/429911468256742313/pdf/multi-page.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_GH-COCOA_REHAB_--_P000873_Implementation_Completion_and_Results_Report_1997.pdf,success,NA
2026-03-10 21:51:31,worldbank,GH-Dedicated Grant Mechanism for Local Communities Project -- P145316,Implementation Completion and Results Report,Ghana - Dedicated Grant Mechanism for Local Communities Project,http://documents.worldbank.org/curated/en/801371656079860594/pdf/Ghana-Dedicated-Grant-Mechanism-for-Local-Communities-Project.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_GH-Dedicated_Grant_Mechanism_for_Local_Communities_Project_--_P145316_Implementation_Completion_and_Results_Report_2022.pdf,success,NA
2026-03-10 21:51:33,worldbank,GN-Second Emergency Agricultural Productivity Support Project -- P128309,Implementation Completion and Results Report,Guinea - Second Emergency Agricultural Productivity Project,http://documents.worldbank.org/curated/en/370781467988938807/pdf/ICR3682-P128309-Box394856B-OUO-9.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_GN-Second_Emergency_Agricultural_Productivity_Support_Project_--_P128309_Implementation_Completion_and_Results_Report_2016.pdf,success,NA
2026-03-10 21:51:35,worldbank,GW-Second Emergency Food Security Support Project -- P148886,Implementation Completion and Results Report,Guinea-Bissau - Second Emergency Food Security Support Project,http://documents.worldbank.org/curated/en/738851468185945090/pdf/ICR3774-P148886-Box364877B-OUO-9.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_GW-Second_Emergency_Food_Security_Support_Project_--_P148886_Implementation_Completion_and_Results_Report_2016.pdf,success,NA
2026-03-10 21:51:38,worldbank,GW-European Union Food Crisis Rapid Response Facility Trust Fund -- P120214,Implementation Completion and Results Report,Guinea-Bissau - Emergency Food Security Support Project  : Guinea-Bissau - Emergency Food Security Support Project,http://documents.worldbank.org/curated/en/606411468252256432/pdf/ICR23170P120210C0disclosed070170120.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_GW-European_Union_Food_Crisis_Rapid_Response_Facility_Trust_Fund_--_P120214_Implementation_Completion_and_Results_Report_2012.pdf,success,NA
2026-03-10 21:51:40,worldbank,GW-Guinea Bissau--Food Price Crisis Response Program -- P113468,Implementation Completion and Results Report,Guinea-Bissau - Emergency Food Security Response Project,http://documents.worldbank.org/curated/en/113811468249912566/pdf/ICR30300P113460IC0disclosed06050140.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_GW-Guinea_Bissau--Food_Price_Crisis_Response_Program_--_P113468_Implementation_Completion_and_Results_Report_2014.pdf,success,NA
2026-03-10 21:51:43,worldbank,KE-Kenya Climate Smart Agriculture Project -- P154784,Implementation Completion and Results Report,Kenya - Climate Smart Agriculture Project,https://documents.worldbank.org/curated/en/099061024092575123/pdf/BOSIB-887abe1c-17d3-4f19-8625-678c4cc131cf.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_KE-Kenya_Climate_Smart_Agriculture_Project_--_P154784_Implementation_Completion_and_Results_Report_2024.pdf,success,NA
2026-03-10 21:51:46,worldbank,KE-Kenya Economic & Public Sector Reform -- P069501,Implementation Completion and Results Report,Kenya - Economic and Public Sector Reform Credit Project,http://documents.worldbank.org/curated/en/716581468753362575/pdf/30969.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_KE-Kenya_Economic_Public_Sector_Reform_--_P069501_Implementation_Completion_and_Results_Report_2004.pdf,success,NA
2026-03-10 21:51:48,worldbank,KE-AG.SECTOR ADJUST. II -- P001326,Implementation Completion and Results Report,Kenya - Second Agricultural Sector Adjustment Operation (ASAO II) Project,http://documents.worldbank.org/curated/en/362601468773729459/pdf/multi-page.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_KE-AG_SECTOR_ADJUST_II_--_P001326_Implementation_Completion_and_Results_Report_1997.pdf,success,NA
2026-03-10 21:51:50,worldbank,KE-Enhancing Agricultural Productivity Project -- P119736,Implementation Completion and Results Report,Kenya - Enhancing Agricultural Productivity Project,http://documents.worldbank.org/curated/en/630571468048276279/pdf/ICR25660P119730IC0disclosed05090130.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_KE-Enhancing_Agricultural_Productivity_Project_--_P119736_Implementation_Completion_and_Results_Report_2013.pdf,success,NA
2026-03-10 21:51:53,worldbank,LS-Private Sector Competitiveness and Economic Diversification -- P088544,Implementation Completion and Results Report,Lesotho - Private Sector Competitiveness and Economic Diversification Project,http://documents.worldbank.org/curated/en/528241468263698923/pdf/ICR29570P0885400disclosed0120260130.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_LS-Private_Sector_Competitiveness_and_Economic_Diversification_--_P088544_Implementation_Completion_and_Results_Report_2013.pdf,success,NA
2026-03-10 21:51:57,worldbank,LR-LR Smallholder Tree Crop Revitalization Support Project -- P113273,Implementation Completion and Results Report,Liberia - Smallholder Tree Crop Revitalization Support Project,http://documents.worldbank.org/curated/en/368291563296369584/pdf/Liberia-Smallholder-Tree-Crop-Revitalization-Support-Project.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_LR-LR_Smallholder_Tree_Crop_Revitalization_Support_Project_--_P113273_Implementation_Completion_and_Results_Report_2019.pdf,success,NA
2026-03-10 21:52:00,worldbank,"MG-Irrigation & Watershed Management Project - GEF -- P088887,MG-Irrigation and Watershed Management Project -- P074086",Implementation Completion and Results Report,Madagascar - Irrigation and Watershed Management Project,http://documents.worldbank.org/curated/en/992501467998503451/pdf/ICR3487-ICR-P074086-and-P088887-box385353B-PUBLIC.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_MG-Irrigation_Watershed_Management_Project_-_GEF_--_P088887_MG-Irrigation_and_Watershed_Management_Project_--_P074086_Implementation_Completion_and_Results_Report_2015.pdf,failed,NA
2026-03-10 21:52:03,worldbank,MW-Malawi Resilience and Disaster Risk Management Project -- P161392,Implementation Completion and Results Report,Malawi - Resilience and Disaster Risk Management Project,https://documents.worldbank.org/curated/en/099073025181016253/pdf/BOSIB-c991af29-3c7f-4129-ab35-cf9646dea9a8.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_MW-Malawi_Resilience_and_Disaster_Risk_Management_Project_--_P161392_Implementation_Completion_and_Results_Report_2025.pdf,success,NA
2026-03-10 21:52:06,worldbank,"MW-MW-PRSC-3 -- P117238,MW-MW-PRSC-1 -- P099313,MW-MW-PRSC-2 -- P107303",Implementation Completion and Results Report,"Malawi - First, Second and Third Poverty Reduction Support Grant Project",http://documents.worldbank.org/curated/en/139391468053060571/pdf/ICR17160P099310C0disclsoed010200120.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_MW-MW-PRSC-3_--_P117238_MW-MW-PRSC-1_--_P099313_MW-MW-PRSC-2_--_P107303_Implementation_Completion_and_Results_Report_2012.pdf,success,NA
2026-03-10 21:52:10,worldbank,MW-Agricultural Development Programme Support Project SIL (FY08) -- P105256,Implementation Completion and Results Report,Malawi - Agriculture Sector Wide Approach Support Project,http://documents.worldbank.org/curated/en/320611499445880468/pdf/ICR00004147-06212017.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_MW-Agricultural_Development_Programme_Support_Project_SIL_FY08_--_P105256_Implementation_Completion_and_Results_Report_2017.pdf,success,NA
2026-03-10 21:52:12,worldbank,MW-Malawi Emergency Recovery Loan -- P097292,Implementation Completion and Results Report,Malawi - Emergency Recovery Grant Project,http://documents.worldbank.org/curated/en/186301468301578421/pdf/ICR0000520.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_MW-Malawi_Emergency_Recovery_Loan_--_P097292_Implementation_Completion_and_Results_Report_2007.pdf,success,NA
2026-03-10 21:52:15,worldbank,MW-LKD FRDP III -- P050294,Implementation Completion and Results Report,Malawi - Third Fiscal Restructuring and Deregulation Program Project,http://documents.worldbank.org/curated/en/657321468757485094/pdf/26151.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_MW-LKD_FRDP_III_--_P050294_Implementation_Completion_and_Results_Report_2003.pdf,success,NA
2026-03-10 21:52:17,worldbank,MW-FISCAL RESTR&DERE -- P001648,Implementation Completion and Results Report,Malawi - Fiscal Restructuring and Deregulation Program Project,http://documents.worldbank.org/curated/en/784411468048895989/pdf/multi-page.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_MW-FISCAL_RESTR_DERE_--_P001648_Implementation_Completion_and_Results_Report_2000.pdf,success,NA
2026-03-10 21:52:20,worldbank,MW-Second Agriculture Sector Wide Approach Support Project -- P164445,Implementation Completion and Results Report,Malawi - Second Agriculture Sector Wide Approach Support Project,http://documents.worldbank.org/curated/en/099040524092034679/pdf/BOSIB1bfe76fe301c1b3591834aa4943207.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_MW-Second_Agriculture_Sector_Wide_Approach_Support_Project_--_P164445_Implementation_Completion_and_Results_Report_2024.pdf,success,NA
2026-03-10 21:52:23,worldbank,"ML-ML-Fourth Poverty Reduction Support Credit -- P117270,ML-ML-Fifth Poverty Reduction Support Credit -- P122483,ML-Mali: Poverty Reduction Support Credit 3 -- P113451",Implementation Completion and Results Report,"Mali - Third, Fourth and Fifth Poverty Reduction Support Credits Project",http://documents.worldbank.org/curated/en/554761468052816046/pdf/ICR21270P113450C0disclosed070100120.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_ML-ML-Fourth_Poverty_Reduction_Support_Credit_--_P117270_ML-ML-Fifth_Poverty_Reduction_Support_Credit_--_P122483_ML-Mali_Implementation_Completion_and_Results_Report_2012.pdf,failed,NA
2026-03-10 21:52:26,worldbank,ML-Agricultural Competitiveness and Diversification Project -- P081704,Implementation Completion and Results Report,Mali - Agriculture Competitiveness and Diversification Project,http://documents.worldbank.org/curated/en/116661467992495917/pdf/ICR3527-ICR-P081704-PUBLIC-12-29-2015-Box394831B.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_ML-Agricultural_Competitiveness_and_Diversification_Project_--_P081704_Implementation_Completion_and_Results_Report_2015.pdf,success,NA
2026-03-10 21:52:28,worldbank,ML-AGRICULTURAL SERVICES AND PRODUCER ORGANIZATIONS PROJECT -- P035630,Implementation Completion and Results Report,Mali - Agricultural Services and Producer Organizations Project,http://documents.worldbank.org/curated/en/948381468281370707/pdf/ICR2430P03563010disclosure081201101.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_ML-AGRICULTURAL_SERVICES_AND_PRODUCER_ORGANIZATIONS_PROJECT_--_P035630_Implementation_Completion_and_Results_Report_2010.pdf,success,NA
2026-03-10 21:52:31,worldbank,ML-SAC III -- P072785,Implementation Completion and Results Report,Mali - Third Structural Adjustment Credit Project,http://documents.worldbank.org/curated/en/871501468774609389/pdf/29606.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_ML-SAC_III_--_P072785_Implementation_Completion_and_Results_Report_2004.pdf,success,NA
2026-03-10 21:52:34,worldbank,ML-Natural Resource Management Project -- P001745,Implementation Completion and Results Report,Mali - Natural Resource Management Project,http://documents.worldbank.org/curated/en/646891468049180574/pdf/multi0page.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_ML-Natural_Resource_Management_Project_--_P001745_Implementation_Completion_and_Results_Report_2001.pdf,success,NA
2026-03-10 21:52:37,worldbank,ML-SAL I -- P001731,Implementation Completion and Results Report,Mali - Structural Adjustment Credit Project,http://documents.worldbank.org/curated/en/857321468109754806/pdf/multi0page.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_ML-SAL_I_--_P001731_Implementation_Completion_and_Results_Report_1996.pdf,success,NA
2026-03-10 21:52:41,worldbank,ML-AG SECAL -- P001744,Implementation Completion and Results Report,Mali - Agricultural Sector Adjustment/Investment Project : Mali - Projet d'Investissement/d'Ajustement du Secteur Agricole,http://documents.worldbank.org/curated/en/279751468049792754/pdf/180270ICR0FREN000Official0Use0Only0.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_ML-AG_SECAL_--_P001744_Implementation_Completion_and_Results_Report_1998.pdf,success,NA
2026-03-10 21:52:41,worldbank,ML-AG SECAL -- P001744,Implementation Completion and Results Report,Mali - Agricultural Sector Adjustment/Investment Project,http://documents.worldbank.org/curated/en/267031468278723291/pdf/multi-page.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_ML-AG_SECAL_--_P001744_Implementation_Completion_and_Results_Report_1998.pdf,skipped,NA
2026-03-10 21:52:43,worldbank,MR-MR:INTEGRATED DEVELOPMENT PROGRAM FOR IRRIGATED AGRIC. APL # 2 -- P088828,Implementation Completion and Results Report,Mauritania - Second Phase of Integrated Development Program for Irrigated Agriculture Project,http://documents.worldbank.org/curated/en/793661468053397221/pdf/ICR31750P088820C0disclosed012020140.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_MR-MR_INTEGRATED_DEVELOPMENT_PROGRAM_FOR_IRRIGATED_AGRIC_APL_2_--_P088828_Implementation_Completion_and_Results_Report_2014.pdf,success,NA
2026-03-10 21:52:45,worldbank,MR-MR-Iirrigated Agr Integr Dev APL (FY00) -- P044711,Implementation Completion and Results Report,Mauritania - Integrated Development Project for Irrigated Agriculture,http://documents.worldbank.org/curated/en/678261468282928317/pdf/34787.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_MR-MR-Iirrigated_Agr_Integr_Dev_APL_FY00_--_P044711_Implementation_Completion_and_Results_Report_2005.pdf,success,NA
2026-03-10 21:52:47,worldbank,MA-EMERG. DROUGHT RECOV -- P041303,Implementation Completion and Results Report,Morocco - Emergency Drought Recovery Project : Royaume du Maroc - Projet de lutte contre la secheresse,http://documents.worldbank.org/curated/en/217431468062939115/pdf/NonAsciiFileName0.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_MA-EMERG_DROUGHT_RECOV_--_P041303_Implementation_Completion_and_Results_Report_1998.pdf,success,NA
2026-03-10 21:52:47,worldbank,MA-EMERG. DROUGHT RECOV -- P041303,Implementation Completion and Results Report,Morocco - Emergency Drought Recovery Project,http://documents.worldbank.org/curated/en/544951468277488370/pdf/multi-page.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_MA-EMERG_DROUGHT_RECOV_--_P041303_Implementation_Completion_and_Results_Report_1998.pdf,skipped,NA
2026-03-10 21:52:49,worldbank,MA-Morocco Social and Integrated Agriculture -- P129774,Implementation Completion and Results Report,Morocco - Social and Integrated Agriculture Project,http://documents.worldbank.org/curated/en/354971563298161446/pdf/Morocco-Social-and-Integrated-Agriculture-Project.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_MA-Morocco_Social_and_Integrated_Agriculture_--_P129774_Implementation_Completion_and_Results_Report_2019.pdf,success,NA
