id,key,title,doc_date,doc_type,country,project_id,screen_status,already_have,topics,pdf_url,web_url,report_name,report_no
32029315,P160268,Implementation Completion and Results Report (ICR) Document -  Rwanda Pilot Program for Climate Resilience - P160268,2020-05-12T04:00:00Z,Implementation Completion and Results Report,Rwanda,RW-Rwanda Pilot Program for Climate Resilience -- P160268,in_scope,FALSE,"Environment,Health, Nutrition and Population,Science and Technology Development,Water Resources",http://documents.worldbank.org/curated/en/235111589300253852/pdf/Implementation-Completion-and-Results-Report-ICR-Document-Rwanda-Pilot-Program-for-Climate-Resilience-P160268.pdf,http://documents.worldbank.org/curated/en/235111589300253852,Implementation Completion and Results Report (ICR) Document -  Rwanda Pilot Program for Climate Resilience - P160268,ICR00004847
34294106,P160272,Central African Republic - Reintegration of Ex-combatants Project,2024-04-01T04:00:00Z,Implementation Completion and Results Report,Central African Republic,CF-Reintegration of Ex-combatants Project -- P160272,to_screen,FALSE,NA,http://documents.worldbank.org/curated/en/099040124121023676/pdf/BOSIB1abc5fd320b61bd31128eecbfd945d.pdf,http://documents.worldbank.org/curated/en/099040124121023676,NA,ICR6403
40093571,P160279,Ethiopia - National Quality Infrastructure Development Project,2026-01-15T05:00:00Z,Implementation Completion and Results Report,Ethiopia,ET-Ethiopia: National Quality Infrastructure Development Project -- P160279,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099032526102032966/pdf/BOSIB-eb610218-fdec-49ed-b9c7-c1539f37b0a1.pdf,http://documents.worldbank.org/curated/en/099032526102032966,NA,ICR00377
34360103,P160295,Sierra Leone - Agro-Processing Competitiveness Project,2024-06-27T04:00:00Z,Implementation Completion and Results Report,Sierra Leone,SL-Sierra Leone Agro-Processing Competitiveness Project -- P160295,to_screen,TRUE,NA,https://documents.worldbank.org/curated/en/099070224124020035/pdf/BOSIB-718e2412-f417-4c94-baab-6b6d5c5034ec.pdf,http://documents.worldbank.org/curated/en/099070224124020035,NA,ICR6439
34365427,P160377,"Togo - Energy Sector Support and Investment Project
",2024-06-27T04:00:00Z,Implementation Completion and Results Report,Togo,TG-Energy Sector Support and Investment Project -- P160377,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099071624102573279/pdf/BOSIB-f58b7ec1-3345-4d73-b065-002afd94bbae.pdf,http://documents.worldbank.org/curated/en/099071624102573279,NA,ICR6619
34336642,P160418,Cote dIvoire - E-Agriculture Project,2024-06-05T04:00:00Z,Implementation Completion and Results Report,Cote d'Ivoire,CI-CI: Cote d'Ivoire E-Agriculture Project -- P160418,in_scope,TRUE,NA,http://documents.worldbank.org/curated/en/099060624152541316/pdf/BOSIB16ed03d7309f19a14168a3ff7c307e.pdf,http://documents.worldbank.org/curated/en/099060624152541316,NA,ICR6442
40108254,P160613,"Burundi - Landscape Restoration and Resilience Project 
",2026-06-10T04:00:00Z,Implementation Completion and Results Report,Burundi,BI-Burundi Landscape Restoration and Resilience Project -- P160613,in_scope,FALSE,NA,https://documents.worldbank.org/curated/en/099061026113523883/pdf/BOSIB-2da0cda9-e0b7-4f24-abe1-c7f2e2432a5a.pdf,http://documents.worldbank.org/curated/en/099061026113523883,NA,ICR00284
34442355,P160641,Mali - Livestock Sector Development Support Project,2024-12-23T05:00:00Z,Implementation Completion and Results Report,Mali,ML-Mali Livestock Sector Development Support Project (PADEL-M) -- P160641,in_scope,TRUE,NA,https://documents.worldbank.org/curated/en/099122424143558953/pdf/BOSIB-19e7d914-3f90-43b8-9d6f-583e10d2581c.pdf,http://documents.worldbank.org/curated/en/099122424143558953,NA,ICR00294
40079231,P160652,Senegal - Supporting Gas Project Negotiations and Enhancing Institutional Capacities Project,2025-11-21T05:00:00Z,Implementation Completion and Results Report,Senegal,SN-Supporting Gas Project Negotiations and Enhancing Institutional Capacities -- P160652,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099122425102033363/pdf/BOSIB-d9db563b-f43c-4b71-a2c2-039a3ff9c9cb.pdf,http://documents.worldbank.org/curated/en/099122425102033363,NA,ICR00561
40027735,P160678,Guinea-Bissau - The Quality Education for All Project,2025-06-25T04:00:00Z,Implementation Completion and Results Report,Guinea-Bissau,GW-Guinea Bissau: The Quality Education for All Project -- P160678,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099070125184535731/pdf/BOSIB-0e8d893f-66bb-48fd-93aa-692adf49b84c.pdf,http://documents.worldbank.org/curated/en/099070125184535731,NA,ICR00328
40022509,P160699,Rwanda - Renewable Energy Fund Project,2025-06-12T04:00:00Z,Implementation Completion and Results Report,Rwanda,RW-Renewable Energy Fund -- P160699,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099061725192011980/pdf/BOSIB-ef4c72fc-1476-4da7-8b32-43cd84ebf0e9.pdf,http://documents.worldbank.org/curated/en/099061725192011980,NA,ICR0408
34269740,P160717,Central African Republic - Data for Decision Making Project,2024-02-28T05:00:00Z,Implementation Completion and Results Report,Central African Republic,CF-Data for Decision Making -- P160717,to_screen,FALSE,NA,http://documents.worldbank.org/curated/en/099022924114532910/pdf/BOSIB1690bcdae04f1a42d14c3d83026a42.pdf,http://documents.worldbank.org/curated/en/099022924114532910,NA,ICR6424
34103616,P160719,Sierra Leone - Second Phase of the Extractive Industries Technical Assistance Project,2023-06-26T04:00:00Z,Implementation Completion and Results Report,Sierra Leone,SL-Extractive Industries Technical Assistance Project Phase 2 -- P160719,to_screen,FALSE,NA,http://documents.worldbank.org/curated/en/099062723125533400/pdf/BOSIB02048b50904b08628042a086ac0257.pdf,http://documents.worldbank.org/curated/en/099062723125533400,NA,ICR6249
40093914,P160945,Liberia - Smallholder Agriculture Transformation and Agribusiness Revitalization Project (STAR-P),2026-03-20T04:00:00Z,Implementation Completion and Results Report,Liberia,LR-Smallholder Agriculture Transformation and Agribusiness Revitalization Project (STAR-P) -- P160945,in_scope,FALSE,NA,https://documents.worldbank.org/curated/en/099032626185018870/pdf/BOSIB-a9e81e30-c7c1-4751-843f-ff980a622b19.pdf,http://documents.worldbank.org/curated/en/099032626185018870,NA,ICR00644
40075729,P160948,"Angola - Health System Performance Strengthening Project
",2025-11-17T05:00:00Z,Implementation Completion and Results Report,Angola,AO-Angola Health System Performance Strengthening Project (HSPSP) -- P160948,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099121525084042549/pdf/BOSIB-cafbab5a-ef5f-4c01-aa75-17abb47c9009.pdf,http://documents.worldbank.org/curated/en/099121525084042549,NA,ICR00650
34204847,P160977,Mali - Improving Mali’s Statistical System Project,2023-11-29T05:00:00Z,Implementation Completion and Results Report,Mali,ML-Improving Mali's Statistical System -- P160977,in_scope,FALSE,NA,https://documents.worldbank.org/curated/en/099112923172010934/pdf/BOSIB-31598de6-896c-4540-bcaa-5a99c1c77483.pdf,http://documents.worldbank.org/curated/en/099112923172010934,NA,ICR5864
34413787,P161067,Eastern and Southern Africa - Development Response to Displacement Impacts Project in the Horn of Africa,2024-10-28T04:00:00Z,Implementation Completion and Results Report,"Eastern Africa,South Africa",3E-Development Response to Displacement Impacts Project (DRDIP) in the Horn of Africa -- P161067,to_screen,TRUE,NA,https://documents.worldbank.org/curated/en/099102924053511785/pdf/BOSIB-ccc4fdef-f7c9-4592-8af4-025de6ff8a33.pdf,http://documents.worldbank.org/curated/en/099102924053511785,NA,ICR6389
40085906,P161317,Kenya - Industry and Entrepreneurship Project,2026-01-29T05:00:00Z,Implementation Completion and Results Report,Kenya,KE-Kenya Industry and Entrepreneurship -- P161317,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099021126185037866/pdf/BOSIB-286e622d-ed65-4082-bf90-9f8335f64ac2.pdf,http://documents.worldbank.org/curated/en/099021126185037866,NA,ICR00558
40085221,P161368,Africa - Strengthening the Capacity of Regional Financial Institutions in the CEMAC Region Project,2025-12-23T05:00:00Z,Implementation Completion and Results Report,"Western Africa,Cameroon",3W-Strengthening the Capacity of Regional Financial Institutions in the CEMAC Region -- P161368,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099020926102018799/pdf/BOSIB-3535dcee-1b8f-4eba-b37d-9d3866951265.pdf,http://documents.worldbank.org/curated/en/099020926102018799,NA,ICR00314
40035372,P161392,Malawi - Resilience and Disaster Risk Management Project,2025-07-18T04:00:00Z,Implementation Completion and Results Report,Malawi,MW-Malawi Resilience and Disaster Risk Management Project -- P161392,in_scope,TRUE,NA,https://documents.worldbank.org/curated/en/099073025181016253/pdf/BOSIB-c991af29-3c7f-4129-ab35-cf9646dea9a8.pdf,http://documents.worldbank.org/curated/en/099073025181016253,NA,ICR00472
40081767,P161406,"Mali - Strengthening Climate Resilience in Mali Project
",2025-12-23T05:00:00Z,Implementation Completion and Results Report,Mali,ML-Strengthening Climate Resilience in Mali Project -- P161406,in_scope,FALSE,NA,https://documents.worldbank.org/curated/en/099012026194037502/pdf/BOSIB-71e0a709-f59a-4dab-bb82-47317665973f.pdf,http://documents.worldbank.org/curated/en/099012026194037502,NA,ICR00509
34382467,P161490,Zambia - Integrated Forest Landscape Project,2024-08-26T04:00:00Z,Implementation Completion and Results Report,Zambia,ZM-Zambia Integrated Forest Landscape Project -- P161490,to_screen,TRUE,NA,https://documents.worldbank.org/curated/en/099082724111523722/pdf/BOSIB-488e9a47-adfa-4069-94a6-9864a6a39ad7.pdf,http://documents.worldbank.org/curated/en/099082724111523722,NA,ICR00090
34232889,P161590,Republic of Congo - Support to Enterprise Development and Competitiveness Project,2023-12-22T05:00:00Z,Implementation Completion and Results Report,"Congo, Republic of",CG-Support to Enterprise Development and Competitiveness  Project -- P161590,to_screen,TRUE,NA,https://documents.worldbank.org/curated/en/099010524141033546/pdf/BOSIB-967d26fe-aaae-4632-97ae-f70d82ca67c5.pdf,http://documents.worldbank.org/curated/en/099010524141033546,NA,ICR6427
40029021,P161600,"Burundi - Early Grade Learning Project
",2025-06-30T04:00:00Z,Implementation Completion and Results Report,Burundi,BI-Burundi Early Grade Learning Project -- P161600,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099070925113027808/pdf/BOSIB-c53e9e83-1496-430f-bc4c-bcd22d7b016b.pdf,http://documents.worldbank.org/curated/en/099070925113027808,NA,ICR00493
34440881,P161658,Western and Central Africa - West African Economic and Monetary Union (WAEMU) Affordable Housing Finance Project,2024-12-20T05:00:00Z,Implementation Completion and Results Report,Africa,3W-WAEMU Affordable Housing Finance -- P161658,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099122324120022097/pdf/BOSIB-908854ec-b97e-40bc-bf6c-83ce56c28ecd.pdf,http://documents.worldbank.org/curated/en/099122324120022097,NA,ICR00052
34048924,P161757,Implementation Completion and Results Report (ICR) Document -  Accelerating Solar Water Pumping via Innovative Financing - P161757,2023-04-24T04:00:00Z,Implementation Completion and Results Report,Tanzania,TZ-Accelerating Solar Water Pumping via Innovative Financing -- P161757,in_scope,FALSE,NA,http://documents.worldbank.org/curated/en/099042423190529784/pdf/P16175705053eb050ae2907c76d3ea463f.pdf,http://documents.worldbank.org/curated/en/099042423190529784,NA,ICR00006142
34437675,P161770,Côte d’Ivoire - Multisectoral Nutrition and Child Development Project,2024-12-16T05:00:00Z,Implementation Completion and Results Report,Cote d'Ivoire,CI-Multisectoral Nutrition and Child Development Project -- P161770,in_scope,FALSE,NA,https://documents.worldbank.org/curated/en/099121724122513150/pdf/BOSIB-43c0d246-893f-4743-880f-cc25150b70e7.pdf,http://documents.worldbank.org/curated/en/099121724122513150,NA,ICR00190
40085193,P161781,Burundi - Great Lakes Regional Integrated Agriculture Development Project,2025-12-11T05:00:00Z,Implementation Completion and Results Report,Burundi,BI-Great Lakes Regional Integrated Agriculture Development Project -- P161781,in_scope,TRUE,NA,https://documents.worldbank.org/curated/en/099020926093539758/pdf/BOSIB-add66c43-109c-4656-b077-922a40a45d41.pdf,http://documents.worldbank.org/curated/en/099020926093539758,NA,ICR00598
33908215,P161876,Rwanda - Second Phase of the Fourth Transformation of Agriculture Sector Program-for-Results,2022-09-20T04:00:00Z,Implementation Completion and Results Report,Rwanda,RW-Transformation of Agriculture Sector Program 4 Phase 2 -- P161876,in_scope,TRUE,NA,http://documents.worldbank.org/curated/en/099525009282232163/pdf/BOSIB08814e1f60a7084d4035ae06a8c7cc.pdf,http://documents.worldbank.org/curated/en/099525009282232163,NA,ICR5902
40029829,P161885,Nigeria - Electrification Project,2025-06-30T04:00:00Z,Implementation Completion and Results Report,Nigeria,NG-Nigeria Electrification Project -- P161885,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099071425165526450/pdf/BOSIB-b0c87311-cf8c-4056-b56a-6a732969fa65.pdf,http://documents.worldbank.org/curated/en/099071425165526450,NA,ICR4789
40080389,P161923,Guinea-Bissau - Rural Transport Project,2025-12-22T05:00:00Z,Implementation Completion and Results Report,Guinea-Bissau,GW-Guinea-Bissau - Rural Transport Project -- P161923,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099010826104090766/pdf/BOSIB-e8474852-5842-4423-b955-70c6280e0a31.pdf,http://documents.worldbank.org/curated/en/099010826104090766,NA,ICR00353
40113710,P161973,"Central African Republic - Natural Resources Governance Project
",2026-07-01T04:00:00Z,Implementation Completion and Results Report,Central African Republic,CF-Natural Resources Governance Project in CAR -- P161973,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099062926175523779/pdf/BOSIB-9917d847-fcc9-4710-9e36-4111de837f2d.pdf,http://documents.worldbank.org/curated/en/099062926175523779,NA,ICR00845
33886210,P161998,Nigeria - Kaduna Economic Transformation Project,2022-08-17T04:00:00Z,Implementation Completion and Results Report,Nigeria,NG-Nigeria - Kaduna State Economic Transformation Program-for-Results -- P161998,to_screen,TRUE,NA,http://documents.worldbank.org/curated/en/099205008182215477/pdf/BOSIB0e19d6c830de0a8f805e8120d9c273.pdf,http://documents.worldbank.org/curated/en/099205008182215477,NA,ICR5765
34428630,P162009,"Nigeria - States Fiscal Transparency, Accountability, and Sustainability - Program-for-Results Project
",2024-11-25T05:00:00Z,Implementation Completion and Results Report,Nigeria,"NG-States Fiscal Transparency, Accountability and Sustainability PforR -- P162009",to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099112624110030022/pdf/BOSIB-86bbd242-a8b5-481d-8e25-cdd71d34a4da.pdf,http://documents.worldbank.org/curated/en/099112624110030022,NA,ICR00101
40053479,P162069,Nigeria - Accelerating Nutrition Results Project,2025-08-05T04:00:00Z,Implementation Completion and Results Report,Nigeria,NG-Nigeria- Accelerating Nutrition Results -- P162069,in_scope,FALSE,NA,https://documents.worldbank.org/curated/en/099100825105582671/pdf/BOSIB-64303e01-3e07-4979-b5e8-efc2f9886640.pdf,http://documents.worldbank.org/curated/en/099100825105582671,NA,ICR00282
34235701,P162089,Liberia - Getting to Best in Education Project,2023-12-22T05:00:00Z,Implementation Completion and Results Report,Liberia,LR-Getting to Best in Education -- P162089,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099010924142531342/pdf/BOSIB-9a28858f-a850-49ba-880f-7c1888dc8c01.pdf,http://documents.worldbank.org/curated/en/099010924142531342,NA,ICR6350
40079205,P162129,Sao Tome and Principe - Institutional Capacity Building Project,2025-12-25T05:00:00Z,Implementation Completion and Results Report,Sao Tome and Principe,ST-Sao Tome and Principe: Institutional Capacity Building Project -- P162129,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099122425094017275/pdf/BOSIB-13307967-436a-439f-8e03-0103fb0dd531.pdf,http://documents.worldbank.org/curated/en/099122425094017275,NA,ICR00764
34213704,P162245,Central African Republic - Water and Electricity Upgrading Project,2023-12-11T05:00:00Z,Implementation Completion and Results Report,Central African Republic,CF-Water and Electricity Upgrading Project -- P162245,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099121223112518378/pdf/BOSIB-7a55602e-1d8b-4c7d-8b6a-28cf16294753.pdf,http://documents.worldbank.org/curated/en/099121223112518378,NA,ICR6408
40114471,P162297,"Tunisia - Strengthening Foundations for Learning Project
",2026-06-25T04:00:00Z,Implementation Completion and Results Report,Tunisia,TN-Strengthening Foundations for Learning Project -- P162297,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099063026154510648/pdf/BOSIB-28a98d21-2216-46e5-bea0-17b2ae1f7bda.pdf,http://documents.worldbank.org/curated/en/099063026154510648,NA,ICR00854
31801207,P162380,Implementation Completion and Results Report (ICR) Document -  Regional Support for the Oversight of Extractive Industry in French speaking countries - P162380,2020-02-20T05:00:00Z,Implementation Completion and Results Report,Africa,3A-Regional Support for the Oversight of Extractive Industry in French speaking countries -- P162380,to_screen,FALSE,"Energy,Governance,Industry,Public Sector Development",http://documents.worldbank.org/curated/en/252921582239586793/pdf/Implementation-Completion-and-Results-Report-ICR-Document-Regional-Support-for-the-Oversight-of-Extractive-Industry-in-French-speaking-countries-P162380.pdf,http://documents.worldbank.org/curated/en/252921582239586793,Implementation Completion and Results Report (ICR) Document -  Regional Support for the Oversight of Extractive Industry in French speaking countries - P162380,ICR00004991
34461752,P162580,"Western and Central Africa - First Phase of Solar Development in Sub-Saharan Africa Project
",2025-02-27T05:00:00Z,Implementation Completion and Results Report,"Central Africa,Western Africa",3W-Solar Development in Sub-Saharan Africa - Phase 1 (Sahel) -- P162580,in_scope,FALSE,NA,https://documents.worldbank.org/curated/en/099022825085028347/pdf/BOSIB-4917632b-8486-4137-bced-614b9a9c0d78.pdf,http://documents.worldbank.org/curated/en/099022825085028347,NA,ICR00293
34110589,P162621,Mozambique - National Statistics and Data for Development Project,2023-06-30T04:00:00Z,Implementation Completion and Results Report,Mozambique,MZ-National Statistics and Data for Development -- P162621,to_screen,FALSE,NA,http://documents.worldbank.org/curated/en/099070123163517567/pdf/BOSIB002527ccc02208a4f09b5cada2f186.pdf,http://documents.worldbank.org/curated/en/099070123163517567,NA,ICR6237
34103822,P162666,Implementation Completion and Results Report (ICR) Document - Empowering farmers at district level through social accountability to improve Performance Contracts (Imihigo) in Rwandan agriculture - P162666,2023-06-28T04:00:00Z,Implementation Completion and Results Report,Rwanda,RW-Empowering farmers at district level through social accountability to improve Performance Contracts (Imihigo) in Rwandan agriculture -- P162666,in_scope,FALSE,NA,http://documents.worldbank.org/curated/en/099062823071516563/pdf/P16266607f18120e0a84b0f40b1c63085f.pdf,http://documents.worldbank.org/curated/en/099062823071516563,NA,ICR00006226
34294113,P162789,Cote d'Ivoire - Forest Investment Project,2024-04-01T04:00:00Z,Implementation Completion and Results Report,Cote d'Ivoire,CI-Forest Investment Program -- P162789,to_screen,FALSE,NA,http://documents.worldbank.org/curated/en/099040124112021554/pdf/BOSIB1bc0acf280e218668163d8d078da69.pdf,http://documents.worldbank.org/curated/en/099040124112021554,NA,ICR6366
40036478,P162904,Djibouti - Public Administration Modernization Project,2025-06-16T04:00:00Z,Implementation Completion and Results Report,Djibouti,DJ-Public Administration Modernization Project -- P162904,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099080525142540178/pdf/BOSIB-52d5d49a-e84f-4d03-9ca1-282ab3f38cab.pdf,http://documents.worldbank.org/curated/en/099080525142540178,NA,ICR00178
34360092,P162956,Chad - Climate Resilient Agriculture and Productivity Enhancement Project,2024-06-27T04:00:00Z,Implementation Completion and Results Report,Chad,TD-Climate Resilient Agriculture and Productivity Enhancement Project -- P162956,in_scope,FALSE,NA,https://documents.worldbank.org/curated/en/099070224124070956/pdf/BOSIB-5c13a3e1-d6b2-4292-8ddc-1cda7050a36d.pdf,http://documents.worldbank.org/curated/en/099070224124070956,NA,ICR6716
34262170,P163015,"Cabo Verde - Access to Finance for Micro, Small, and Medium-Sized Enterprises Project",2024-02-12T05:00:00Z,Implementation Completion and Results Report,Cabo Verde,"CV-Access to Finance for Micro, Small and Medium-Sized Enterprises Project -- P163015",to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099022024175135235/pdf/BOSIB-de523462-9ed3-42fd-992c-b230a4c82b72.pdf,http://documents.worldbank.org/curated/en/099022024175135235,NA,ICR6509
40085904,P163050,Ethiopia - General Education Quality Improvement Program for Equity Program-for-Results Project,2025-12-17T05:00:00Z,Implementation Completion and Results Report,Ethiopia,ET-Ethiopia General Education Quality Improvement Program for Equity -- P163050,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099021126185038514/pdf/BOSIB-887cb11f-feca-41d4-876b-b64b0331e4d8.pdf,http://documents.worldbank.org/curated/en/099021126185038514,NA,ICR00476
40029826,P163088,Sao Tome and Principe - Social Protection and Skills Development Project,2025-05-01T04:00:00Z,Implementation Completion and Results Report,Sao Tome and Principe,ST-Social Protection and Skills Development Project -- P163088,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099071425161529055/pdf/BOSIB-f0dce4dc-21b3-4c19-893e-0178600d3fd5.pdf,http://documents.worldbank.org/curated/en/099071425161529055,NA,ICR00014
34442664,P163140,"Guinea - Health Service and Capacity Strengthening Project
",2024-12-24T05:00:00Z,Implementation Completion and Results Report,Guinea,GN-Guinea Health Service and Capacity Strengthening Project -- P163140,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099010225133561688/pdf/BOSIB-1fe19dfc-f658-4178-a589-9a9af80cafb3.pdf,http://documents.worldbank.org/curated/en/099010225133561688,NA,ICR06613
34360640,P163218,Cote d'Ivoire - Education Service Delivery Enhancement Project,2024-06-27T04:00:00Z,Implementation Completion and Results Report,Cote d'Ivoire,CI-Cote d'Ivoire: Education Service Delivery Enhancement Project -- P163218,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099070324155528765/pdf/BOSIB-6341de00-6f41-4dda-a4fa-541dce17d5e4.pdf,http://documents.worldbank.org/curated/en/099070324155528765,NA,ICR6423
32712148,P163245,Implementation Completion and Results Report (ICR) Document -  Malawi Strategic Program for Climate Resilience - P163245,2020-12-24T05:00:00Z,Implementation Completion and Results Report,Malawi,MW-Malawi Strategic Program for Climate Resilience -- P163245,in_scope,FALSE,"Environment,Health, Nutrition and Population,Science and Technology Development,Social Development,Transport",http://documents.worldbank.org/curated/en/594861608823635104/pdf/Implementation-Completion-and-Results-Report-ICR-Document-Malawi-Strategic-Program-for-Climate-Resilience-P163245.pdf,http://documents.worldbank.org/curated/en/594861608823635104,Implementation Completion and Results Report (ICR) Document -  Malawi Strategic Program for Climate Resilience - P163245,ICR00005247
33855462,P163358,Implementation Completion and Results Report (ICR) Document - Improving the Efficiency and Sustainability of Charcoal and Woodfuel Value Chains - P163358,2022-06-29T04:00:00Z,Implementation Completion and Results Report,Rwanda,RW-Improving the Efficiency and Sustainability of Charcoal and Woodfuel Value Chains -- P163358,in_scope,FALSE,NA,http://documents.worldbank.org/curated/en/099845106292213741/pdf/P163358084c95e020b5280fba571d072a2.pdf,http://documents.worldbank.org/curated/en/099845106292213741,NA,ICR00005811
34445217,P163383,Ethiopia - Resilient Landscapes and Livelihoods Project,2025-01-08T05:00:00Z,Implementation Completion and Results Report,Ethiopia,ET-Ethiopia Resilient Landscapes and Livelihoods Project -- P163383,to_screen,TRUE,NA,https://documents.worldbank.org/curated/en/099011025184013866/pdf/BOSIB-41b87dac-7697-45ea-8a84-bf48fa99566a.pdf,http://documents.worldbank.org/curated/en/099011025184013866,NA,ICR00020
34208411,P163438,Ethiopia - Rural Productive Safety Net Project,2023-11-30T05:00:00Z,Implementation Completion and Results Report,Ethiopia,ET-Ethiopia Rural Productive Safety Net Project -- P163438,to_screen,FALSE,NA,http://documents.worldbank.org/curated/en/099120423100031042/pdf/BOSIB05f9c7f7f0730a6bd0a0071798cc86.pdf,http://documents.worldbank.org/curated/en/099120423100031042,NA,ICR6154
33657234,P163486,"Implementation Completion and Results Report (ICR) Document -  STRENGTHENING DRR COORDINATION, PLANNING AND POLICY ADVISORY CAPACITY OF SADC - P163486",2021-12-03T05:00:00Z,Implementation Completion and Results Report,Southern Africa,"3S-STRENGTHENING DRR COORDINATION, PLANNING AND POLICY ADVISORY CAPACITY OF SADC -- P163486",in_scope,FALSE,NA,http://documents.worldbank.org/curated/en/099805012032136168/pdf/Implementation0Y0OF0SADC000P163486.pdf,http://documents.worldbank.org/curated/en/099805012032136168,NA,ICR00005136
40081306,P163540,Nigeria - The  Fiscal Governance and Institutions Project,2025-12-24T05:00:00Z,Implementation Completion and Results Report,Nigeria,NG-THE  FISCAL GOVERNANCE AND INSTITUTIONS PROJECT -- P163540,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099011526173511000/pdf/BOSIB-15663a6d-262c-4b89-9205-d4ebd9aa11ad.pdf,http://documents.worldbank.org/curated/en/099011526173511000,NA,ICR00562
32209898,P163559,South Sudan - Emergency Food and Nutrition Security Project,2020-06-22T04:00:00Z,Implementation Completion and Results Report,South Sudan,SS-South Sudan Emergency Food and Nutrition Security Project -- P163559,in_scope,TRUE,"Agriculture,Health, Nutrition and Population",http://documents.worldbank.org/curated/en/450361593703199530/pdf/South-Sudan-Emergency-Food-and-Nutrition-Security-Project.pdf,http://documents.worldbank.org/curated/en/450361593703199530,South Sudan - Emergency Food and Nutrition Security Project,ICR5232
33994614,P163560,Benin - Community and Local Government Basic Social Services Project,2023-01-30T05:00:00Z,Implementation Completion and Results Report,Benin,BJ-Community and Local Government Basic Social Services Project -- P163560,to_screen,FALSE,NA,http://documents.worldbank.org/curated/en/099162502022311191/pdf/BOSIB04ef2425d0670893006915bdd329d4.pdf,http://documents.worldbank.org/curated/en/099162502022311191,NA,ICR6133
40007622,P163563,"Mauritania - Supporting Gas Project Negotiations and Enhancing Institutional Capacities Project
",2025-04-07T04:00:00Z,Implementation Completion and Results Report,Mauritania,MR-Supporting Gas Project Negotiations and Enhancing Institutional Capacities -- P163563,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099041725115025470/pdf/BOSIB-f3ff8128-0426-48f3-ab99-4535310e1db1.pdf,http://documents.worldbank.org/curated/en/099041725115025470,NA,ICR00281
40111937,P163568,The Gambia - Electricity Restoration and Modernization Project,2026-06-25T04:00:00Z,Implementation Completion and Results Report,"Gambia, The",GM-Gambia Electricity Restoration and Modernization Project -- P163568,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099062426123521609/pdf/BOSIB-4f6c8e50-d5f8-418b-b12b-912e99908795.pdf,http://documents.worldbank.org/curated/en/099062426123521609,NA,ICR00855
31702667,P163608,Ethiopia - Education Results Based Financing Project,2019-12-27T05:00:00Z,Implementation Completion and Results Report,Ethiopia,ET-ETHIOPIA EDUCATION RESULTS BASED FINANCING PROJECT -- P163608,to_screen,FALSE,"Education,Gender,Private Sector Development,Social Protections and Labor",http://documents.worldbank.org/curated/en/278011579096308073/pdf/Ethiopia-Education-Results-Based-Financing-Project.pdf,http://documents.worldbank.org/curated/en/278011579096308073,Ethiopia - Education Results Based Financing Project,ICR4966
40085192,P163732,Tanzania - Sustainable Rural Water Supply and Sanitation Program Project,2026-01-19T05:00:00Z,Implementation Completion and Results Report,Tanzania,TZ-Sustainable Rural Water Supply and Sanitation Program -- P163732,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099020926093016668/pdf/BOSIB-842bfb69-7a05-4961-911d-a29fc33b53a2.pdf,http://documents.worldbank.org/curated/en/099020926093016668,NA,ICR00634
40085241,P163794,Malawi - Lilongwe Water and Sanitation Project,2025-12-28T05:00:00Z,Implementation Completion and Results Report,Malawi,MW-Lilongwe Water and Sanitation Project -- P163794,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099020926105531503/pdf/BOSIB-ed6b8c48-86db-4e0e-908c-b69966693819.pdf,http://documents.worldbank.org/curated/en/099020926105531503,NA,ICR00680
