id,title,pdf_url,doc_date,doc_type,country,report_name,project_id,abstract,language,web_url
40079232,Kenya - Kenya Water Security and Climate Resilience Project,https://documents.worldbank.org/curated/en/099122425102515384/pdf/BOSIB-24e62aba-6021-41bf-82e8-bc2d425ba9ef.pdf,2025-12-19T05:00:00Z,Implementation Completion and Results Report,Kenya,NA,KE-Kenya Water Security and Climate Resilience Project -- P117635,"Ratings of the Kenya Water Security and Climate Resilience Project for Kenya were as follows: outcome was moderately satisfactory, Bank performance was moderately unsatisfactory, and M&E quality was substantial. Lessons learned include that combining large-scale irrigation investments with broad institutional and policy reforms in a single investment operation can dilute focus and reduce efficiency; large irrigation schemes are better implemented as stand-alone projects, while legislative and policy reforms that require Cabinet or Parliamentary action are more suitable for Development Policy Financing. Land acquisition is a critical path item that demands early and sustained attention; future operations should align engineering and land teams from the outset to sequence site handover effectively, communicate compensation arrangements to farmers clearly and consistently, plan and fund crop compensation in sync with construction schedules, strengthen institutional and legal capacity, secure financing early, and maintain continuous coordination. Irrigation strategy should pivot toward farmer-led irrigation to achieve faster, scalable impact, with any necessary large-scale schemes delivered through a two-stage approach: Stage 1 to complete feasibility, detailed design, and land acquisition, and Stage 2 to execute construction and embed sustainability measures such as agricultural support and operation and maintenance. Technical outcomes must be matched by robust financial planning for operation and maintenance; institutions such as the Water Resources Authority require reliable revenue and timely regulatory support to sustain hydrometeorological networks and early warning systems, and irrigation schemes need predictable financing through well designed irrigation service fees or public transfers. Clear financial strategies that identify funding sources, assess revenue potential, and set affordable, sustainable pricing can strengthen accountability and ownership, improve service performance over time, and secure the long-term benefits of water investments.",NA,http://documents.worldbank.org/curated/en/099122425102515384
19745774,Comoros - Economic Reform Development Policy Grant Project,http://documents.worldbank.org/curated/en/174891468028766155/pdf/ICR30370P122940C0disclosed060260140.pdf,2014-06-16T04:00:00Z,Implementation Completion and Results Report,Comoros,Comoros - Economic Reform Development Policy Grant Project,KM-Comoros Development Policy Grant 2 -- P122941,"Ratings for the Economic Reform Development Policy Grant Project for Comoros were as follows: outcomes were moderately satisfactory, risk to development outcome was substantial, Bank performance was moderately satisfactory, and Borrower performance was moderately satisfactory. Some lessons learned included: timely capacity assistance through adequate coordination with other sector operations and other donors is critical to improve governments capacity to implement reforms. Although technical assistance is critical to support the implementation of reforms, it is not always sufficient for entrenching change in national processes. The design of reforms must also complement the existing capacities, be of relevance from a political economy perspective, and be tailored to the existing practicalities. Additional consensus may be warranted when implementing reforms that touch upon the power sharing between the Island governments and the Union. Better understanding should foster trust among the parties and help move the agenda forward. Bank supervision needs to follow up with the government more closely regarding the steps they need to take to achieve the indicators supported by the operation.",NA,http://documents.worldbank.org/curated/en/174891468028766155
31440499,Malawi - Shire River Basin Management Program Project,http://documents.worldbank.org/curated/en/584761569595531675/pdf/Malawi-Shire-River-Basin-Management-Program-Project.pdf,2019-06-03T04:00:00Z,Implementation Completion and Results Report,Malawi,Malawi - Shire River Basin Management Program Project,MW-Malawi: Shire River Basin Management Program (Phase-I) Project -- P117617,"Ratings of Shire River Basin Management Program Project for Malawi were as follows: outcome was satisfactory, Bank performance was satisfactory, and monitoring and evaluation quality was substantial.  Some of the lessons learned include: (i) Reversing watershed degradation requires significant investment in strengthening institutional capacities at all levels; (ii) A community-led landscape approach to watershed restoration can achieve results at scale and help build resilience at basin scale; (iii) Improving water resources management requires a combination of investments in institutions, information and infrastructure; (iv) Choices about project design and scope should consider the capacity of implementing agencies; and (v) Inter-agency collaboration on multi-sectoral projects requires strong government commitment and deliberate design choices.",NA,http://documents.worldbank.org/curated/en/584761569595531675
31017236,Rwanda - Third Rural Sector Support Project,http://documents.worldbank.org/curated/en/290871556573354076/pdf/Rwanda-Third-Rural-Sector-Support-Project.pdf,2019-04-25T04:00:00Z,Implementation Completion and Results Report,Rwanda,Rwanda - Third Rural Sector Support Project,RW-Third Rural Sector Support Project -- P126440,"Ratings for the Third Rural Sector Support Project (RSSP) for Rwanda were as follows: outcome and Bank performance was satisfactory and monitoring and evaluation (M and E) quality was substantial. Some lessons learned included: the project proved that important impacts can be achieved if a strategically relevant approach is continued and perfected over time. The relevance and benefits of irrigation are now well documented and understood in the Rwandan agriculture context, yet much of the infrastructure and accompanying governance structure were developed and introduced through the RSSP projects (in the marshlands) and land husbandry, water harvesting, and hillside irrigation (LWH) (in the hillsides). The successive RSSP interventions revealed that, besides a favorable policy environment, there is a critical mass of interventions targeted at value chain actors that can turn around the respective value chains, and set them on a path of sustainable performance.",NA,http://documents.worldbank.org/curated/en/290871556573354076
40017099,"Zambia - Irrigation Development and Support Project 
",https://documents.worldbank.org/curated/en/099052925050529387/pdf/BOSIB-c3ee34f4-5b92-47cf-870f-e7b11bc11393.pdf,2025-05-28T04:00:00Z,Implementation Completion and Results Report,Zambia,NA,ZM-Irrigation Development and Support Project -- P102459,"Ratings of Irrigation Development and Support Project for Zambia were as follows: outcome was moderately satisfactory, Bank performance was moderately satisfactory, and monitoring and evaluation quality was modest. Some of the lessons learned include: Importance of timely government funding; Community involvement in project planning; and Enhancing community engagement and capacity building.
",NA,http://documents.worldbank.org/curated/en/099052925050529387
32565978,Burundi - Agro-Pastoral Productivity and Markets Development Project,http://documents.worldbank.org/curated/en/238561604953758022/pdf/Burundi-Agro-Pastoral-Productivity-and-Markets-Development-Project.pdf,2020-10-30T04:00:00Z,Implementation Completion and Results Report,Burundi,Burundi - Agro-Pastoral Productivity and Markets Development Project,BI-BI - Agro-Pastoral Productivity and Markets Development Project -- P107343,"Ratings of Agro-Pastoral Productivity and Markets Development Project (PRODEMA) for Burundi were as follows: outcome was moderately satisfactory, Bank performance was moderately satisfactory, and monitoring and evaluation quality was substantial. Some of the lessons learned include: (i) PRODEMA under its specific community driven development (CDD) design has, over a decade, successfully combined support to agriculture production, infrastructure development, and access to market; (ii) The introduction of innovations in agriculture, particularly at the processing stage, which often requires sophisticated equipment, should be carried out with a sufficient lead time, so that the equipment can be tested and made functional, and the operators can be trained; (iii) The integration of crop and animal husbandry permits to achieve a symbiotic production process leading to greater productivity; (iv) The solidarity chain regarding animal allocation further to the first round of project support is instrumental to ensure that benefits are widely shared in the larger rural community; (v) Market analysis is a must for the development of value chains when surpluses are expected to be generated; it needs to be conducted in realistic fashion adapted to the local market context; and (vi) A specific legislation to establish Producer Organizations (POs) is needed to accompany development efforts and ensure that producers are in command.",NA,http://documents.worldbank.org/curated/en/238561604953758022
30730778,"Rwanda - Land Husbandry, Water Harvesting, and Hillside Irrigation Project",http://documents.worldbank.org/curated/en/918571546027720167/pdf/icr00004539-12202018-636811129048938477.pdf,2018-12-17T05:00:00Z,Implementation Completion and Results Report,Rwanda,"Rwanda - Land Husbandry, Water Harvesting, and Hillside Irrigation Project","RW-Land Husbandry, Water Harvesting and Hillside Irrigation -- P114931","Ratings of Land Husbandry, Water Harvesting and Hillside Irrigation Project for Rwanda were as follows: outcome was satisfactory, Bank performance was satisfactory, and monitoring and evaluation quality was substantial.  Some of the lessons learned include: (i) The Project proved that site specific conditions were critical for determining what type of land husbandry package should be applied; (ii) Whole value chain interventions, and public-private partnership for sustainable results; (iii) Effective cooperation between Government and development partners; (iv) Building good governance systems; (v) The government’s hillside intensification objectives could not have been successfully achieved without the strong ownership and engagement of farmers in production and marketing activities; (vi) Involvement of local leaders (village leaders and GRC leaders) was key in the resolution of conflicts over plots among neighbors, land owners and owner of assets on that land, as well as in the resolution of inter-family issues over ownership of assets or of social issues, such as the proper management or use of compensation funds received by some displaced Project Affected Person (PAPs).",NA,http://documents.worldbank.org/curated/en/918571546027720167
17398018,Republic of Rwanda - Poverty Reduction Support Series four to seven,http://documents.worldbank.org/curated/en/826731468305355938/pdf/ICR19770P104990C0disclosed020270130.pdf,2012-12-28T05:00:00Z,Implementation Completion and Results Report,Rwanda,Republic of Rwanda - Poverty Reduction Support Series four to seven,"RW-Sixth Poverty Reduction Support Grant -- P113241,RW-Fourth Poverty Reduction Strategy Grant -- P104990,RW-Seventh Poverty Reduction Support Grant -- P117495,RW-Fifth Poverty Reduction Support  Grant -- P106083","Ratings for the Four to Seven Series Poverty Reduction Support Project for Republic of Rwanda were as follows: outcome was satisfactory, risk to development outcome was low or negligible, Bank performance was satisfactory, and Borrower performance was satisfactory. Some lessons learned include: second poverty reduction support financing (PRSF) series proved to be effective in advancing government-owned reforms. The PRSF series has provided important support to the Government to operationalize its ambitious medium-term development strategy i.e., the economic development and poverty reduction strategy (EDPRS) by translating its objectives into priority actions. The PRSF series provided substantial financing to Rwanda's budget, including during the 2008 crisis. It was successful in fostering better donor coordination, improved harmonization and reinforced support for reforms among the country's budget support donors: the World Bank, African Development Bank, and bilateral donors -all partners in the Budget Support Harmonization Group and part of the semi-annual joint budget support reviews (JBSR). PRSF series focused on capacity building, including sub-national levels of government in planning. The success of the PRSF series was also largely helped by its ability to base its design on strong sector dialogue. This has helped to: (i) ensure the PRSF reflects substantive policy agreements reached at the sector level; (ii) strengthen the capacity of sector ministries to present their needs and priorities during national level policy discussions and budget negotiations; and (iii) facilitate coordination of the Bank's inputs into the common performance assessment framework (CPAF) policy discussions in a timely manner. Considering the preparation and implementation of the series coincided with the CPAF establishment in 2008, this period can be regarded as a transition or learning period for all parties involved in budget support in Rwanda. Also, growing mutual understanding of what each partner would need to get out of the process helped it to become smoother over time.",NA,http://documents.worldbank.org/curated/en/826731468305355938
26837658,Angola - Market Oriented Smallholder Agriculture Project,http://documents.worldbank.org/curated/en/762221475519467246/pdf/ICR-clean-09282016.pdf,2016-09-28T04:00:00Z,Implementation Completion and Results Report,Angola,Angola - Market Oriented Smallholder Agriculture Project,AO-AO-Market Oriented Smallholder Agriculture Project -- P093699,"Ratings for the Market Oriented Smallholder Agriculture Project (MOSAP) for Angola were as follows: outcomes were satisfactory, the risk to development outcome was moderate, the Bank performance was moderately satisfactory, and the Borrower performance was also moderately satisfactory. Some lessons learned included: the Farmer Field School (FFS) approach to agricultural extension was effective in enhancing smallholder farmers’ capacity to generate and use new knowledge and adopt improved agricultural practices and technology. A capable and internationally experienced service provider will be required to help farmers’ organizations develop and implement investment proposals, especially for value chain investments. The use of small, local service providers to assist farmers’ associations in the preparation and implementation of MOSAP subprojects was problematic because of their limited technical and organizational capacity. Improving the quality of technical and commercial assistance and making it available to a much larger number of beneficiaries will require recruitment of a highly capable and internationally experienced service provider who will also train the local NGOs and private sector subcontractors with whom they will work. During MOSAP implementation, the project had difficulty finding local qualified professionals to effectively undertake the fiduciary and M&E functions. The lack of qualified procurement staff was in part responsible for the delayed start of project implementation. While hiring was possible within a reasonable period, the selected consultants were not familiar with World Bank procedures.",NA,http://documents.worldbank.org/curated/en/762221475519467246
17711598,Rwanda - Second Rural Sector Support Project,http://documents.worldbank.org/curated/en/501701468308061978/pdf/ICR27410P105170C0disclosed050130130.pdf,2013-04-30T04:00:00Z,Implementation Completion and Results Report,Rwanda,Rwanda - Second Rural Sector Support Project,RW-Second Rural Sector Support -- P105176,"Ratings for the Second Rural Sector Support Project (RSSP 2) for Rwanda were as follows: outcomes were highly satisfactory, risk to development outcome was moderate, Bank performance was satisfactory, and Borrower performance was highly satisfactory. Some lessons learned included: The strong, demonstrated commitment of government at various levels, and effective mechanisms to sustain that commitment, are vital for success and essential to embark on a scaling up phase. Close implementation support by the Bank and sector was invaluable for resolving implementation challenges. The marshland investment model developed in RSSP offers a basic framework for replication throughout Rwanda. The model has been the basis for new policies and institutions throughout the sector. Approaches that enhance farmers' business skills, promote value chains, and link farmers to financial institutions provide inclusive, sustainable benefits. RSSP 2 demonstrates the wisdom of continuity in the financing mechanism and implementation teams. A programmatic approach (financing mechanism) is advantageous to consolidate, scale up, and sustain project benefits from a previous phase, while ensuring clear criteria and initiatives for new interventions. Water User Associations (WUAs) should be established and strengthened at the start of irrigation works. Instead of working with multiple hillside cooperatives spread throughout the country, RSSP 3 is adopting a more targeted and approach of establishing and strengthening cooperatives on the hillsides that surround RSSP 3 marshlands.",NA,http://documents.worldbank.org/curated/en/501701468308061978
27420049,Tanzania - Agricultural Sector Development Project,http://documents.worldbank.org/curated/en/629091493843984944/pdf/ICR00004131-04052017.pdf,2017-03-27T04:00:00Z,Implementation Completion and Results Report,Tanzania,Tanzania - Agricultural Sector Development Project,TZ-Tanzania Agricultural Sector Development Project -- P085752,"Ratings of Agricultural Sector Development Project for Tanzania were as follows: outcomes were moderately unsatisfactory, risk to development outcome was high, Bank performance was moderately unsatisfactory, and Borrower performance was moderately unsatisfactory. Some of the  lessons learned included: (i) It is important to design the M&E system prior to project appraisal; (ii) For projects mainstreamed into Government Systems, the Government’s patterns for budget discussions and release of funds should be studied during project preparation, possible impacts assessed, and mitigation measures instituted; (iii) The anticipated aggregate cost of sub-projects solicited from project beneficiaries should not be at great variance from resources available under the Medium Term Expenditure Framework (MTEF); (iv) Beneficiary Communities have to be involved at all stages of sub-project development to maximize ownership; (v) A Sector-Wide Approach (SWAp) requires comprehensive participation by all key stakeholders; (vi) A nation-wide program, whether a SWAp or otherwise, needs a progressive rollout to iron out teething issues before full country-wide expansion; (vii) It is crucial to have a comprehensive understanding of pathways for the envisaged policy actions in order to properly calibrate expectations about policy outcomes; (viii) Effective value chain development requires optimal concentration of activities to facilitate the emergence of viable backward and forward linkages; (ix) Basket-Funding reduces transaction costs, but harmonizing implementation support traditions among participating development partners can be a challenge; (x) In cases where a project contributes to a bigger government program, it is essential to ensure that the project title does not coincide with the name of the government's program; (xi) Appropriate skills mix is key to quality supervision; and (xii) Investments in irrigation at a national scale should be prefaced with a proper understanding of the water balance at the appropriate scale.",NA,http://documents.worldbank.org/curated/en/629091493843984944
25703753,"Malawi - Irrigation, Rural Livelihoods, and Agricultural Development Project",http://documents.worldbank.org/curated/en/467631468000624113/pdf/ICR3672-P084148-Box394822B-OUO-9.pdf,2015-12-31T05:00:00Z,Implementation Completion and Results Report,Malawi,"Malawi - Irrigation, Rural Livelihoods, and Agricultural Development Project","MW-Irrigation, Rural Livelihoods and Agricultural Development Project -- P084148","Ratings for the Irrigation, Rural Livelihoods, and Agricultural Development Project for Malawi were as follows: outcomes were satisfactory, risk to development outcome was moderate, Bank performance was moderately satisfactory, and Borrower performance was satisfactory. Some lessons learned included: small-scale irrigation is very beneficial and within the management capacity of smallholders, especially if gravity-fed. The integrated approach, combining hardware and software has higher start-up costs and is prone to delays, but eventually has the highest return on investment. It is advisable that governments have a coherent investment pipeline with actual studies on the shelves for implementation. Irrigation performance has not usually been sustainable in Malawi, hence the need for repeated rehabilitation, hence the approach to build ownership (real and perceived) and capacity has been paramount in the project, through trainings, recorded participatory agreements on irrigation development, land and water rights, and formal irrigation management transfer (IMT). The combination of social protection elements, disaster financing elements with a more production oriented agricultural development project has proven to be a successful model that supports both broad and deep development. Both Government and Bank were proactive in restructuring and through frequent (at minimum fortnightly) coordination meetings to support quick problem solving and processing where required, and this enabled smooth restructuring, scaling up as required.",NA,http://documents.worldbank.org/curated/en/467631468000624113
17996876,Madagascar - Rural Development Support Project,http://documents.worldbank.org/curated/en/734171468269689276/pdf/ICR26770ICR0Ma00Box377377B00PUBLIC0.pdf,2013-06-27T04:00:00Z,Implementation Completion and Results Report,Madagascar,Madagascar - Rural Development Support Project,MG-Rural Development Support Project -- P051922,"Ratings for the Rural Development Support Project for Madagascar were as follows: outcomes were moderately satisfactory, the risk to development outcome was substantial, the Bank performance was moderately satisfactory, and the Borrower performance was also moderately satisfactory. Some lessons learned included: the promotion of new and economically viable businesses requires strong long-term technical and organizational support, including rigorous screening of potential agro-businesses. The market analysis is the critical point of a large number of small investment projects in rural areas. Under the project, the level of market analysis was very heterogeneous. In those cases where a link to the market was identified early on, with the establishment of commercial contracts that guaranteed a certain degree of security for the additional production generated by the subproject, subprojects remained functional with increased chance of sustainability. Leveraging maximum impact from resources allocated for subprojects requires the identification of investment proposals in a transparent, strategic and participatory manner, promoting competition for support through targeting mechanisms which ensure high quality, sustainable subproject proposals consistent with project development objectives and sector priorities. When Community-Driven Development (CDD) projects are heavily focused on demand-driven approaches tensions can arise between responding to the communities' needs and building a critical mass necessary for sustained growth and rural development. Implementation arrangements for national programs requiring a strong and massive Project Implementation Unit (PIU) are not conducive to strong alliances with local-level governments and institutions and decentralization efforts.",NA,http://documents.worldbank.org/curated/en/734171468269689276
40085196,"Angola, Lesotho - Agricultural Productivity Program for Southern Africa Project",https://documents.worldbank.org/curated/en/099020926094015349/pdf/BOSIB-ec5d0b5b-87ec-420d-8c0c-9f4e61b42710.pdf,2025-12-31T05:00:00Z,Implementation Completion and Results Report,"Lesotho,Angola",NA,3E-Agricultural Productivity Program for Southern Africa - Angola & Lesotho -- P164486,"Ratings for the Agricultural Productivity Program for Southern Africa Project for Angola, Lesotho were as follows: outcomes were moderately satisfactory; Bank performance was moderately satisfactory; and monitoring and evaluation quality was substantial. Some lessons learned included: the APPSA experience reaffirmed that a regional approach to agricultural research and technology dissemination offers significant benefits, including shared expertise, economies of scale, and harmonized standards. However, it also highlighted the inherent complexity of multi-country operations, requiring strong institutional readiness, clear governance arrangements, and early government commitment. It is recommended that sufficient preparation time be allocated to align national policies, clarify governance and coordination mechanisms, and secure commitments from finance and agriculture ministries before implementation. Infrastructure and research capacity risk underutilization without operational budgets and post-project support. Sustainability planning and government commitments must be built into project design. It is recommended that future projects require government commitments for long-term operating costs and staffing, base infrastructure on needs assessments, and include detailed sustainability plans during preparation. Governments must commit to performance benchmarks and monitoring systems to track utilization and impact. Private sector participation in research, seed systems, and technology transfer was limited. It is recommended that future projects identify clear entry points for private engagement, such as co-financing seed multiplication, fostering agritech partnerships, and establishing public-private innovation platforms, to strengthen sustainability and support the commercialization of research outputs.",NA,http://documents.worldbank.org/curated/en/099020926094015349
34001951,South Africa - Land Bank Financial Intermediation Project,http://documents.worldbank.org/curated/en/099143002132334625/pdf/BOSIB028ace43f0be0b76903cb710deeebb.pdf,2023-01-20T05:00:00Z,Implementation Completion and Results Report,South Africa,NA,ZA-Land Bank Financial Intermediation Project -- P150008,"Ratings for the Land Bank Financial Intermediation Project for South Africa were as follows: outcome was highly unsatisfactory, Bank performance was moderately unsatisfactory, and monitoring and evaluation quality was modest. Some lessons learned included: lines of credit that involve new products or strategic changes within the implementing entity will benefit from components that provide resources to support these changes. World Bank projects that support Development Finance Institution (DFIs) that are not adequately supervised should address this as part of the project or prior to project approval. The World Bank should ensure that replacing subsidized lending instruments with ones that move towards full cost recovery is carefully studied to ensure that lending without subsidies is viable. For credit line projects that focus on specific sectors, it is important to include a co- Task Team Leader (TTL) from both the relevant sector and finance, competitiveness, and innovation (FCI) global practice (GP) as well as have the relevant ministry involved in the project implementation arrangement. Providing financing to entities that depend significantly on commercial borrowings exposes the project implementation to significant risks that are extraneous to the project. There are gaps that were identified in the World Bank’s management of local part of the project implementation that should be reviewed.",NA,http://documents.worldbank.org/curated/en/099143002132334625
34455729,"Kenya - National Agricultural and Rural Inclusive Growth Project

",https://documents.worldbank.org/curated/en/099021225120030047/pdf/BOSIB-e796d3f5-8543-40b3-83a2-173d197f220f.pdf,2025-02-10T05:00:00Z,Implementation Completion and Results Report,Kenya,NA,KE-National Agricultural and Rural Inclusive Growth Project -- P153349,"Ratings of National Agricultural and Rural Inclusive Growth Project for Kenya were as follows: outcome was satisfactory, Bank performance was satisfactory, and monitoring and evaluation quality was substantial. Some of the lessons learned include: the lead farmer model of technology transfer and extension encourages community building and strengthening, and peer to peer learning; Delivering TA via multiple channels is crucial; Market linkages and access to finance is key; Excellent implementation is crucial in a devolved context; and Building strong institutions is crucial for sustainability.
",NA,http://documents.worldbank.org/curated/en/099021225120030047
34360629,Uganda - Multisectoral Food Security and Nutrition Project,https://documents.worldbank.org/curated/en/099070324091520616/pdf/BOSIB-81c35e4b-d5de-4f52-b19b-ba51af9112a6.pdf,2024-06-01T04:00:00Z,Implementation Completion and Results Report,Uganda,NA,UG-Uganda Multisectoral Food Security and Nutrition Project -- P149286,"Ratings for the Multisectoral Food Security and Nutrition Project for Uganda were as follows: outcomes were satisfactory, the risk to development outcome was low or negligible, the Bank performance was satisfactory, and the monitoring and evaluation quality was high. Some lessons learned included: multisectoral nutrition action with robust supra-ministerial coordination provides an effective institutional structure for improved nutrition outcomes critical to human capital development. Future nutrition initiatives should leverage and strengthen the national nutrition coordination structures under the leadership of the supra-ministerial coordination structures like the OPM to achieve better coordination and greater impact. The choice of the coordination anchor is extremely vital in the success of the approach as was the case of the OPM, which is also nationally mandated to anchor the country’s nutrition strategy. Due to their complex nature and locational variability, successful implementation of multisectoral nutrition projects requires constant learning from implementation experience and evaluation outcomes. Therefore National-level policy dialogue and widespread dissemination of project learnings are essential for obtaining the desired commitment from the highest levels of government to maintain project gains. The Primary Schools, Primary Health Care facilities including community health workers, strong involvement of local governments coordination structures, and Community-based nutrition education fora are critical vehicles for the delivery of agriculture, nutrition, and public health interventions. Using primary schools as a key vehicle was instrumental in delivering an integrated package of interventions that cut across several sectors to not only enhance nutrition outcomes but also reduce the cost of delivery for even greater impact. Nutrition projects should integrate key service delivery platforms, actors, and capacity building plans to enhance beneficiary participation and utilization. Continuous stakeholder mobilization and training are critical for community-based nutrition action, as they increase participation and sustainability during crises. The results are crucial for promoting integrative programming, which is one of the strategies currently being advocated by the World Bank.",NA,http://documents.worldbank.org/curated/en/099070324091520616
32795851,Lesotho - Smallholder Agriculture Development Project,http://documents.worldbank.org/curated/en/987421612190747720/pdf/Lesotho-Smallholder-Agriculture-Development-Project.pdf,2021-01-25T05:00:00Z,Implementation Completion and Results Report,Lesotho,Lesotho - Smallholder Agriculture Development Project,LS-Lesotho Smallholder Agriculture Development Project -- P119432,"Ratings for the Smallholder Agriculture Development Project for Lesotho were as follows: outcome and Bank performance was moderately satisfactory, and monitoring and evaluation (M and E) quality was modest. Some lessons learned included: changing mindsets about commercial agriculture is challenging but an achievable task with right investments and institutional support. Adequate assessment of enabling conditions is critical to achieve intended results and impacts. service providers (SPs) played a major role to facilitate and support the development of subproject activities. Building resilience, including from climate shocks, is critical for sustainability of project outcomes. Linking farmers to markets does not necessarily require formal agreements, but achieving such formal linkages require greater focus on aggregation. Building a robust and effective M and E system is critical to facilitate effective monitoring, evaluation, and learning. Inadequate attention and measures to environmental and social safeguards compliance measures at the appraisal can pose serious challenges. Projects implemented in a low capacity environment and with demand driven interventions need better appraisal to avoid a slow start up and setting unrealistic targets for early years.",NA,http://documents.worldbank.org/curated/en/987421612190747720
30845198,Uganda - Agricultural Technology and Agribusiness Advisory Services Project,http://documents.worldbank.org/curated/en/963821550614430065/pdf/icr00004085-02152019-636861240228072434.pdf,2019-02-15T05:00:00Z,Implementation Completion and Results Report,Uganda,Uganda - Agricultural Technology and Agribusiness Advisory Services Project,UG-Agricultural Technology and Agrribusiness Advisory Services -- P109224,"Ratings for the Agricultural Technology and Agribusiness Advisory Services Project for Uganda were as follows: outcome and Bank performance was moderately satisfactory, and monitoring and evaluation (M and E) quality was modest. Some lessons learned included: large‐scale, flagship projects must minimize their exposure to policy risk to operate in dynamic, short‐term political environments. Project effectiveness can be accelerated by bringing parliamentarians on board during the preparation stage, in countries where parliamentary approval is required. Government commitment and leadership at both the national and local levels is critical for the success of large projects. The establishment of a single project coordination unit (PCU) can enhance coordination and administrative efficiency of complex projects with a multiplicity of implementation actors. The mainstreaming of sustainable land management (SLM) at the local‐government level is a blueprint for success for future projects focused on landscape management.",NA,http://documents.worldbank.org/curated/en/963821550614430065
26560083,Mozambique - Competitiveness and Private Sector Development(MCPSD)Project,http://documents.worldbank.org/curated/en/633441468219092940/pdf/ICR3693-P106355-Box396273B-PUBLIC-7-7-16.pdf,2016-06-30T04:00:00Z,Implementation Completion and Results Report,Mozambique,Mozambique - Competitiveness and Private Sector Development(MCPSD)Project,MZ-Competitiveness and Private Sector Development -- P106355,"Ratings for Competitiveness and Private Sector Development Project for Mozambique were as follows: outcomes were satisfactory, risk to global environment outcome was moderate, Bank performance was satisfactory, and Borrower performance was moderately satisfactory. Some of the lessons learned included: (i) the differences in World Bank (WB) and Government (Administrative Court (TA)) requisites and procedures for approval of procurement processes and financial auditing hindered the project performance; (ii) good Monitoring and Evaluation (M and E) is necessary for good project management; (iii) there were important benefits and efficiencies derived from the established partnerships with other donors; (iv) the project effectiveness can suffer if activities are not properly sequenced or if implementation timelines are curtailed by a delayed project start up; (v) the successful implementation of the matching grant provides valuable lessons for future World Bank Group (WBG) programs; (vi) ensuring the fast tracking of contract approvals by the TA given the experienced delays impacting the project implementation; (vii) making provisions for contingencies to avoid exchange rate risk, such as the Special Drawing Rights (SDR)  or United States Dollars (USD) that the project experienced; and (viii) making provisions to ensure key Project Implementation Unit (PIU) positions remain active until the disbursement deadline.",NA,http://documents.worldbank.org/curated/en/633441468219092940
13246086,"Mozambique - Third, Fourth, and Fifth Poverty Reduction Support Credit Project",http://documents.worldbank.org/curated/en/501751468285906905/pdf/ICR10390P083451e0only1910BOX353800B.pdf,2010-05-28T04:00:00Z,Implementation Completion and Results Report,Mozambique,"Mozambique - Third, Fourth, and Fifth Poverty Reduction Support Credit Project","MZ-Fourth Poverty Reduction Support Credit -- P103277,MZ-Fifth Poverty Reduction Support Credit (PRSC5) -- P107313,MZ-PRSC 3 -- P083459","Ratings for the Third, Fourth, and Fifth Poverty Reduction Support Credit Project for Mozambique were as follows: outcomes were satisfactory, the risk to development outcome was moderate, the Bank performance was satisfactory, and the Borrower performance was also satisfactory. Some lessons learned included: importance of Government ownership, taking the time to nurture it, through dialogue an analysis of the political economy of reforms; working together with the rest of the donor community through the Group of nineteen donors (G19) is helpful, notwithstanding the difficulties and tensions resulting there from; the Performance Assessment Framework (PAF), as currently used, is too rigid to permit rapid and flexible response to emerging issues; the political economy of sensitive reforms needs to be well understood; and coordinated capacity building is essential.",NA,http://documents.worldbank.org/curated/en/501751468285906905
15629393,Southern Sudan - Livestock and Fisheries Development Project,http://documents.worldbank.org/curated/en/145881468122966266/pdf/ICR18310p101910C0disclosed010110120.pdf,2011-12-23T05:00:00Z,Implementation Completion and Results Report,Sudan,Southern Sudan - Livestock and Fisheries Development Project,SS-SD - Livestock and Fisheries Development Project - MDTF -- P101912,"Ratings for the Livestock and Fisheries Development Project (LFDP) for Southern Sudan were as follows: outcomes were moderately unsatisfactory, the risk to development outcome was substantial, the Bank performance was unsatisfactory, and the Borrower performance was also unsatisfactory. Some lessons learned included: supervision missions should try to have a balanced skill mix that reflects the makeup of the project's subject matter and other specific requirements, particularly when project preparation was constrained by lack of information. This will give opportunity for improving some proposals that were rushed during preparation. Perhaps the project needs in preparing environmental safeguard instruments will have been accomplished had the supervision missions included an environmental specialist. Likewise, a thorough technical review of the high-tech mobile clinic proposals by an experienced veterinarian will have led towards a choice of more appropriate technology. In an organizational setup with an apparent need for clear line of command, project organization should provide for well-defined staff responsibilities and authority. Considerations should be given in South Sudan to the possibility of relying on stronger project coordination office, albeit within the existing ministerial structure, where the Coordinator becomes primus inter pares, and has a say on matters related to the plan of work and budget of a project as well as in the release of funds. The formulation of results framework in projects that are designed to be implemented in phases should endeavor to include specific objectives for each of the phases instead of establishing global project development objectives (PDOs) for the whole project. This will avoid the risk of underestimating project outcome if one or more of the anticipated phases are not implemented. Failure in setting up key performance indicators for the first phase of LFDP has prevented the project from getting credit for the achievements it made in institutional capacity building and improved animal health services. Projects in post-conflict environments should be designed with simplicity and the greatest analytical rigor allowed by the availability of information. Gaps in information should be shown transparently, and measures built into design to adjust activities as more information becomes available.",NA,http://documents.worldbank.org/curated/en/145881468122966266
